"spkid","H","diameter","albedo","rot_per","GM","BV","UB","IR","epoch","epoch_mjd","e","a","q","i","om","w","ma","ad","tp","per"
20002212,13.51,5.7,0.163,48,,0.766,0.397,,2460600.5,60600,0.8361,2.166,0.355,11.31,27.01,210.05,184.81,3.98,2461167.29,1.16e+03
20002329,14.57,,,4.6473,,,,,2460600.5,60600,0.6533,2.41,0.836,24.46,169.28,146.05,325.99,3.99,2460729.64,1.37e+03
20002340,20.43,0.3,,3.35,,0.770,0.500,,2460600.5,60600,0.4500,0.8438,0.464,5.86,211.29,40.10,53.40,1.22,2460558.50,283
20002368,15.15,2.3,0.27,5.786,,0.830,0.520,,2460600.5,60600,0.4135,2.105,1.234,5.22,287.29,43.07,158.64,2.97,2460109.09,1.12e+03
20002608,17.48,0.9,0.21,8,,0.826,0.454,,2460600.5,60600,0.5651,2.532,1.101,14.43,166.52,38.59,272.88,3.96,2460956.56,1.47e+03
20003102,16.17,1.6,,149.4,,0.834,0.521,,2460600.5,60600,0.4493,2.151,1.185,8.44,172.05,154.77,241.78,3.12,2460978.88,1.15e+03
20003103,15.32,1.5,0.64,5.7103,,0.732,0.235,,2460600.5,60600,0.3542,1.404,0.907,20.93,129.73,254.12,304.12,1.90,2460694.82,608
20003122,14.10,4.9,0.231,2.3581,,,,,2460600.5,60600,0.4231,1.769,1.021,22.14,336.05,27.90,0.67,2.52,2460598.89,859
20003199,15.03,2.2,0.42,3.021,,0.895,0.418,,2460600.5,60600,0.2842,1.574,1.127,32.96,339.98,53.43,78.94,2.02,2460442.26,722
20003200,14.40,6.25,0.1066,3.604,,,,,2460600.5,60600,0.8898,1.271,0.140,22.31,265.10,322.31,248.98,2.40,2460762.00,524
20003271,16.58,,,,,,,,2460600.5,60600,0.3956,2.102,1.270,25.07,158.81,159.08,304.61,2.93,2460771.74,1.11e+03
20003288,15.35,2.8,0.22,75,,0.910,0.500,,2460600.5,60600,0.4549,2.035,1.109,5.93,218.61,349.35,241.11,2.96,2460950.65,1.06e+03
20003352,15.97,,,2.206,,,,,2460600.5,60600,0.3691,1.879,1.185,4.77,107.33,16.07,347.84,2.57,2460632.27,941
20003360,16.04,1.8,0.17,,,,,,2460600.5,60600,0.7457,2.468,0.628,21.14,242.46,63.56,49.58,4.31,2460405.44,1.42e+03
20003361,19.56,0.3,0.357,3.5327,,1.022,0.503,,2460600.5,60600,0.3229,1.21,0.820,2.66,188.68,302.34,24.54,1.60,2460567.34,486
20003362,18.52,0.7,0.21,,,,,,2460600.5,60600,0.4685,0.9895,0.526,9.92,152.40,55.09,359.85,1.45,2460600.65,360
20003551,16.71,0.9,0.37,4.93,,0.839,0.481,,2460600.5,60600,0.4870,2.093,1.074,9.51,173.78,193.30,203.09,3.11,2461082.45,1.11e+03
20003552,13.05,19.0,0.03,6.665,,,,,2460600.5,60600,0.7073,4.267,1.249,31.06,349.96,316.53,263.48,7.29,2461463.74,3.22e+03
20003553,16.43,,,3.1944,,,,,2460600.5,60600,0.3199,1.645,1.118,36.78,232.49,288.88,289.71,2.17,2460750.91,770
20003554,15.91,3.341,0.074,2.53001,,0.707,0.235,,2460600.5,60600,0.2806,0.974,0.701,23.36,358.60,359.42,226.57,1.25,2460730.64,351
20003671,16.50,1.5,0.16,2.7053,,,,,2460600.5,60600,0.5420,2.2,1.008,13.54,82.05,204.33,131.35,3.39,2460165.58,1.19e+03
20003691,14.95,4.3,0.515,226.8,,,,,2460600.5,60600,0.2844,1.774,1.270,20.35,348.70,235.08,345.07,2.28,2460636.31,863
20003752,15.19,2.306,0.210,37.846,,,,,2460600.5,60600,0.3016,1.414,0.987,55.56,147.96,312.22,8.79,1.84,2460585.52,614
20003753,15.47,2.071,0.365,27.3099,,,,,2460600.5,60600,0.5148,0.9978,0.484,19.80,126.19,43.88,308.80,1.51,2460652.28,364
20003757,19.04,0.5,0.18,9.012,,0.859,0.522,,2460600.5,60600,0.4459,1.834,1.017,3.87,74.93,17.24,293.70,2.65,2460767.65,908
20003838,15.69,,,2.3812,,,,,2460600.5,60600,0.7027,1.505,0.447,29.20,235.47,49.72,225.76,2.56,2460851.91,674
20003908,17.45,1.0,0.23,4.42601,,,,,2460600.5,60600,0.4592,1.928,1.042,2.19,261.20,126.65,165.71,2.81,2460150.50,978
20003988,17.94,0.7,,10.53,,,,,2460600.5,60600,0.3166,1.545,1.056,10.77,229.79,86.91,316.36,2.03,2460685.50,701
20004015,16.19,4,0.05,3.5736,,0.666,0.279,,2460600.5,60600,0.6312,2.626,0.968,2.80,266.73,95.52,181.75,4.28,2461369.95,1.55e+03
20004034,18.52,0.42,0.52,44.4,,,,,2460600.5,60600,0.4441,1.06,0.589,11.17,157.89,296.70,260.40,1.53,2460710.71,398
20004055,14.94,2.49,0.31,7.475,,,,,2460600.5,60600,0.3261,1.82,1.227,23.25,164.82,154.38,267.34,2.41,2460831.38,897
20004179,15.31,5.4,0.405,176.,,,,,2460600.5,60600,0.6248,2.543,0.954,0.45,125.36,277.88,339.68,4.13,2460684.14,1.48e+03
20004183,14.17,3.651,0.097,3.5595,,,,,2460600.5,60600,0.6361,1.981,0.721,6.67,294.35,237.02,175.91,3.24,2460102.94,1.02e+03
20004197,15.03,1.8,0.37,3.538,,,,,2460600.5,60600,0.7724,2.295,0.522,12.60,7.01,122.55,357.11,4.07,2460610.68,1.27e+03
20004257,15.96,,,4.4,,,,,2460600.5,60600,0.4683,1.647,0.876,40.72,169.15,278.94,160.95,2.42,2460255.27,772
20004341,16.08,3.177,0.054,6.262,,,,,2460600.5,60600,0.6800,1.834,0.587,11.84,108.03,15.83,44.04,3.08,2460489.51,907
20004401,16.12,1.801,0.343,6.67,,,,,2460600.5,60600,0.5633,2.584,1.128,26.63,22.78,68.15,133.50,4.04,2460037.88,1.52e+03
20004450,17.28,,,56.48,,,,,2460600.5,60600,0.5866,1.443,0.596,5.52,311.70,291.94,192.17,2.29,2460895.52,633
20004486,15.61,1.849,0.297,67.5,,,,,2460600.5,60600,0.6620,2.205,0.745,3.04,82.18,169.12,156.61,3.67,2460080.09,1.2e+03
20004487,17.49,,,,,,,,2460600.5,60600,0.2966,1.73,1.217,16.41,198.10,173.99,95.85,2.24,2460379.17,831
20004503,15.82,,,2.8164,,,,,2460600.5,60600,0.5247,2.703,1.285,2.51,45.94,76.25,287.79,4.12,2460926.13,1.62e+03
20004544,17.38,1.3,,37.65,,,,,2460600.5,60600,0.2501,1.042,0.781,14.14,23.95,333.83,354.50,1.30,2460606.44,388
20004581,20.74,,,8.008,,,,,2460600.5,60600,0.3570,1.023,0.658,4.92,180.20,255.38,212.12,1.39,2460755.66,378
20004596,16.46,,,2.49101,,,,,2460600.5,60600,0.5200,2.24,1.075,37.07,154.19,248.42,290.19,3.40,2460837.87,1.22e+03
20004660,18.75,0.33,0.55,15.1749,,,,,2460600.5,60600,0.3587,1.485,0.952,1.45,313.11,159.54,191.96,2.02,2460909.06,661
20004688,19.60,0.6,0.18,,,0.930,0.463,,2460600.5,60600,0.5179,2.232,1.076,6.38,241.23,213.80,45.35,3.39,2460447.02,1.22e+03
20004769,17.50,1.4,0.092,4.095,,,,,2460600.5,60600,0.4832,1.063,0.549,8.88,325.51,121.44,324.11,1.58,2460640.41,400
20004947,18.08,,,21.1,,,,,2460600.5,60600,0.1685,1.37,1.139,15.65,215.43,192.93,144.57,1.60,2460365.27,586
20004953,14.94,,,14.218,,,,,2460600.5,60600,0.6574,1.621,0.555,24.38,77.53,77.93,285.02,2.69,2460757.54,754
20004954,12.54,10.8,0.176,12.056,,,,,2460600.5,60600,0.4494,2.001,1.102,17.43,358.41,52.62,347.92,2.90,2460635.20,1.03e+03
20004957,15.11,3.499,0.132,2.892,,,,,2460600.5,60600,0.2189,1.565,1.223,35.01,254.88,97.48,150.48,1.91,2460301.50,715
20005011,16.70,,,56.3,,,,,2460600.5,60600,0.5001,1.636,0.818,7.41,10.63,105.94,173.66,2.45,2460231.78,764
20005131,14.83,,,37.2,,,,,2460600.5,60600,0.5692,1.486,0.640,36.44,110.34,135.87,358.09,2.33,2460604.02,662
20005143,14.06,4.843,0.227,2.7063,,,,,2460600.5,60600,0.7710,1.835,0.420,8.98,309.09,228.22,45.49,3.25,2460485.77,908
20005189,17.84,,,6.653,,,,,2460600.5,60600,0.4783,1.552,0.809,3.58,135.05,159.95,257.64,2.29,2460801.21,706
20005324,15.34,,,,,,,,2460600.5,60600,0.6052,2.982,1.177,19.62,352.16,321.13,101.93,4.79,2460067.93,1.88e+03
20005332,15.04,3.6,,5.803,,,,,2460600.5,60600,0.4557,2.163,1.177,25.52,142.77,306.07,339.58,3.15,2460666.41,1.16e+03
20005370,15.23,3.6,0.037,,,,,,2460600.5,60600,0.6370,3.319,1.205,19.17,177.79,161.31,90.75,5.43,2460043.71,2.21e+03
20005381,16.75,0.935,0.507,2.8233,,,,,2460600.5,60600,0.2964,0.9475,0.667,48.97,58.53,37.42,199.13,1.23,2460751.03,337
20005496,16.15,,,2.855,,,,,2460600.5,60600,0.6350,2.435,0.889,68.00,101.04,117.98,195.45,3.98,2461234.90,1.39e+03
20005587,13.89,3.57,0.32,5.0522,,,,,2460600.5,60600,0.5441,2.4,1.094,18.07,189.85,86.96,103.89,3.71,2460208.58,1.36e+03
20005590,19.91,,,,,,,,2460600.5,60600,0.2802,0.9864,0.710,14.18,216.26,34.47,25.89,1.26,2460574.76,358
20005604,17.38,0.55,0.48,5.3375,,,,,2460600.5,60600,0.4061,0.9286,0.552,4.71,311.89,82.68,269.92,1.31,2460682.29,327
20005620,17.12,,,5.307,,,,,2460600.5,60600,0.4228,2.159,1.246,7.87,128.65,153.76,292.11,3.07,2460818.97,1.16e+03
20005626,14.34,,,2.48611,,,,,2460600.5,60600,0.4547,2.195,1.197,3.85,173.10,231.87,200.05,3.19,2461128.28,1.19e+03
20005645,17.23,1.668,0.121,30.39,,,,,2460600.5,60600,0.3873,1.355,0.830,13.51,45.71,48.27,164.51,1.88,2460337.32,576
20005646,15.51,4.3,0.223,3.1999,,,,,2460600.5,60600,0.4357,2.144,1.210,7.91,14.10,335.77,314.96,3.08,2460743.96,1.15e+03
20005653,16.22,1.537,0.271,4.834,,,,,2460600.5,60600,0.3042,1.794,1.248,6.87,9.89,122.62,63.97,2.34,2460444.53,878
20005660,15.50,,,17.5,,,,,2460600.5,60600,0.7621,1.785,0.425,38.14,302.12,127.04,358.08,3.15,2460605.14,871
20005693,16.79,,,2.496,,,,,2460600.5,60600,0.5851,1.271,0.527,5.06,96.98,258.98,203.14,2.01,2460828.42,523
20005731,15.46,5.231,0.031,,,,,,2460600.5,60600,0.6521,2.266,0.788,11.20,280.59,218.43,166.28,3.74,2460025.06,1.25e+03
20005751,14.96,2.3,0.36,76,,,,,2460600.5,60600,0.4254,2.101,1.207,16.07,121.63,25.46,254.35,3.00,2460927.00,1.11e+03
20005786,17.19,,,23.6,,,,,2460600.5,60600,0.8268,1.081,0.187,23.22,161.28,8.39,277.56,1.98,2460694.57,411
20005797,18.88,0.4,,2.706,,,,,2460600.5,60600,0.4443,1.894,1.052,4.19,298.92,168.64,69.36,2.74,2460417.11,952
20005828,15.98,1.457,0.331,2.6666,,,,,2460600.5,60600,0.6949,1.698,0.518,30.12,125.42,152.77,57.64,2.88,2460471.10,808
20005836,15.00,2.754,0.156,4.9543,,,,,2460600.5,60600,0.5365,2.441,1.131,7.94,238.71,78.09,59.58,3.75,2460369.96,1.39e+03
20005863,15.84,1.345,0.488,5.867,,,,,2460600.5,60600,0.5065,2.222,1.097,19.49,168.76,115.62,166.87,3.35,2460039.76,1.21e+03
20005869,17.22,,,17.519,,,,,2460600.5,60600,0.3213,1.812,1.230,17.93,227.85,230.86,232.38,2.39,2460916.38,891
20005879,17.62,,,21.967,,,,,2460600.5,60600,0.2892,1.625,1.155,21.57,145.83,355.78,283.14,2.09,2460761.97,756
20006037,18.87,,,2.7602,,,,,2460600.5,60600,0.4997,1.272,0.636,3.51,182.18,242.32,249.72,1.91,2460760.94,524
20006047,17.84,,,,,,,,2460600.5,60600,0.3521,1.455,0.942,23.47,6.07,103.82,242.40,1.97,2460809.80,641
20006050,15.01,2.884,0.257,5.7566,,,,,2460600.5,60600,0.4372,2.202,1.239,6.41,88.15,285.05,33.19,3.17,2460490.45,1.19e+03
20006053,15.10,3.720,0.140,2.573,,,,,2460600.5,60600,0.5287,2.147,1.012,21.58,318.23,74.93,82.05,3.28,2460338.67,1.15e+03
20006063,16.02,1.4,0.21,48.6,,,,,2460600.5,60600,0.7622,2.22,0.528,4.96,169.03,337.61,99.90,3.91,2460265.20,1.21e+03
20006178,15.75,2.3,0.15,3.5002,,0.677,0.267,,2460600.5,60600,0.5845,2.815,1.169,4.31,64.49,127.48,54.83,4.46,2460337.84,1.72e+03
20006239,18.61,,,3.5558,,,,,2460600.5,60600,0.4126,1.151,0.676,3.94,344.53,239.77,224.50,1.63,2460770.27,451
20006455,14.10,4.626,0.227,2.7361,,,,,2460600.5,60600,0.5728,2.24,0.957,37.34,26.89,262.75,230.08,3.52,2461042.38,1.22e+03
20006456,16.07,,,2.50129,,,,,2460600.5,60600,0.4090,2.193,1.296,8.22,313.57,347.10,335.09,3.09,2460682.59,1.19e+03
20006489,19.22,0.53,0.151,6.026,,,,,2460600.5,60600,0.6151,2.484,0.956,2.27,209.42,68.66,151.88,4.01,2459997.28,1.43e+03
20006491,18.72,,,2.69,,,,,2460600.5,60600,0.5917,2.506,1.023,6.00,301.00,324.73,142.22,3.99,2460027.95,1.45e+03
20006569,16.65,,,5.958,,,,,2460600.5,60600,0.2209,1.626,1.267,22.64,111.46,167.30,29.09,1.99,2460539.29,757
20006611,16.90,1.408,0.158,2.5568,,,,,2460600.5,60600,0.4846,1.696,0.874,8.70,230.77,281.59,315.03,2.52,2460701.29,807
20007025,18.08,0.498,0.340,2.5057,,,,,2460600.5,60600,0.3150,1.476,1.011,12.61,146.59,323.45,14.75,1.94,2460573.66,655
20007088,16.84,1.298,0.260,2.679,,,,,2460600.5,60600,0.3903,1.981,1.208,8.30,102.61,354.78,271.76,2.75,2460850.09,1.02e+03
20007092,15.12,6.319,0.046,,,,,,2460600.5,60600,0.6935,2.545,0.780,17.79,56.72,94.77,30.55,4.31,2460474.64,1.48e+03
20007236,18.32,,,,,,,,2460600.5,60600,0.5598,2.727,1.200,16.37,308.24,338.24,106.90,4.25,2460112.17,1.64e+03
20007335,17.70,1.8,0.448,2.58988,,,,,2460600.5,60600,0.4846,1.772,0.913,15.17,61.28,232.27,349.17,2.63,2460626.41,862
20007336,18.91,,,4.307,,,,,2460600.5,60600,0.4815,2.306,1.196,7.20,174.46,181.56,5.75,3.42,2460580.08,1.28e+03
20007341,16.96,0.982,0.235,4.2096,,,,,2460600.5,60600,0.5061,1.841,0.909,5.41,294.73,173.48,37.89,2.77,2460504.43,913
20007350,17.18,1.921,0.069,3.58264,,,,,2460600.5,60600,0.3911,1.356,0.826,7.26,133.05,336.70,183.75,1.89,2460882.87,577
20007358,14.74,,,125.8,,,,,2460600.5,60600,0.5020,2.199,1.095,4.66,265.42,92.31,351.77,3.30,2460627.73,1.19e+03
20007474,18.11,,,5.54,,,,,2460600.5,60600,0.2923,1.565,1.108,7.09,88.60,275.65,129.54,2.02,2460343.06,715
20007480,17.24,,,35.9,,,,,2460600.5,60600,0.3171,1.568,1.071,9.45,124.36,256.87,98.18,2.06,2460404.97,717
20007482,16.66,1.052,0.277,2.5999,,,,,2460600.5,60600,0.3294,1.349,0.904,33.47,117.85,47.49,246.56,1.79,2460780.76,572
20007753,18.02,,,42.2,,,,,2460600.5,60600,0.4817,1.467,0.761,3.12,73.39,280.08,95.85,2.17,2460427.66,649
20007822,17.34,1.602,0.075,2.3896,,,,,2460600.5,60600,0.1646,1.123,0.938,37.12,156.84,249.45,182.35,1.31,2460814.92,435
20007839,17.83,0.784,0.181,,,,,,2460600.5,60600,0.5187,2.165,1.042,27.12,102.51,228.32,167.97,3.29,2460057.71,1.16e+03
20007888,15.19,2.298,0.257,2.337,,,,,2460600.5,60600,0.6631,2.438,0.821,26.07,165.89,323.01,24.14,4.05,2460507.27,1.39e+03
20007889,15.32,1.680,0.452,2.741,,,,,2460600.5,60600,0.3463,1.262,0.825,36.91,111.26,349.18,337.10,1.70,2460633.42,518
20007977,15.19,,,7.456,,,,,2460600.5,60600,0.4664,2.226,1.188,25.17,134.13,248.11,53.30,3.26,2460420.93,1.21e+03
20008013,17.09,2.3,,8.4,,,,,2460600.5,60600,0.4316,2.202,1.252,7.59,105.36,147.20,190.80,3.15,2461161.53,1.19e+03
20008014,18.88,0.7,,50.09,,,,,2460600.5,60600,0.4560,1.747,0.951,1.87,209.84,114.73,291.48,2.54,2460761.05,844
20008034,18.01,,,7.283,,,,,2460600.5,60600,0.4090,1.83,1.082,2.02,232.82,68.19,5.05,2.58,2460587.82,904
20008035,17.12,,,,,,,,2460600.5,60600,0.4624,1.342,0.722,28.30,185.61,6.12,13.70,1.96,2460578.89,568
20008037,16.63,,,12.98,,,,,2460600.5,60600,0.4174,1.987,1.157,5.91,22.38,105.73,131.38,2.82,2460227.19,1.02e+03
20008176,17.02,,,7.111,,,,,2460600.5,60600,0.6432,1.575,0.562,39.59,66.51,241.88,260.84,2.59,2460799.33,722
20008201,15.95,1.859,0.154,23.949,,,,,2460600.5,60600,0.7061,2.539,0.746,9.54,164.09,25.13,199.52,4.33,2461259.21,1.48e+03
20008507,17.21,,,,,,,,2460600.5,60600,0.5944,1.687,0.684,14.58,317.41,345.77,9.42,2.69,2460579.56,800
20008566,16.48,1.568,0.217,4.845,,,,,2460600.5,60600,0.4302,1.506,0.858,37.97,164.12,125.13,90.11,2.15,2460431.47,675
20008567,15.36,2.928,0.156,8.7573,,,,,2460600.5,60600,0.4493,2.045,1.126,8.45,177.10,177.30,179.54,2.96,2460067.69,1.07e+03
20008709,17.07,,,50.6,,,,,2460600.5,60600,0.4925,2.526,1.282,3.53,118.97,153.85,182.31,3.77,2461324.20,1.47e+03
20009058,17.93,,,,,,,,2460600.5,60600,0.3596,1.557,0.997,16.09,218.30,307.06,284.90,2.12,2460748.50,709
20009162,18.02,1.127,0.088,15.13,,,,,2460600.5,60600,0.5956,1.497,0.605,9.01,179.99,235.83,77.31,2.39,2460456.89,669
20009172,16.64,,,,,,,,2460600.5,60600,0.5527,2.709,1.212,7.84,287.57,74.17,318.40,4.21,2460788.75,1.63e+03
20009202,16.12,1.617,0.332,,,,,,2460600.5,60600,0.6078,1.424,0.558,40.80,315.89,212.36,225.05,2.29,2460833.11,621
20009400,14.84,3.698,0.155,97.1,,,,,2460600.5,60600,0.5809,2.587,1.084,36.00,3.36,62.14,51.21,4.09,2460384.26,1.52e+03
20009856,17.11,1.0,0.3,3.045,,,,,2460600.5,60600,0.6258,2.242,0.839,9.83,168.11,116.18,314.61,3.65,2460755.13,1.23e+03
20009950,16.21,,,6.712,,,,,2460600.5,60600,0.5327,2.438,1.140,14.60,253.45,103.60,331.06,3.74,2460712.30,1.39e+03
20010115,17.12,0.938,0.318,7.319,,,,,2460600.5,60600,0.3250,1.249,0.843,15.32,8.89,233.69,84.54,1.65,2460480.83,510
20010145,17.01,,,49.2892,,,,,2460600.5,60600,0.6326,1.901,0.698,4.55,328.38,27.45,348.39,3.10,2460631.37,957
20010150,15.47,,,2.965,,,,,2460600.5,60600,0.5440,2.375,1.083,45.95,112.97,234.04,67.70,3.67,2460349.13,1.34e+03
20010165,17.36,0.829,0.372,,,,,,2460600.5,60600,0.5037,1.235,0.613,23.90,312.42,348.46,91.71,1.86,2460472.84,501
20010302,19.45,,,19.164,,,,,2460600.5,60600,0.1370,1.273,1.098,4.38,104.27,183.65,206.92,1.45,2460823.51,524
20010563,16.94,,,,,,,,2460600.5,60600,0.2662,1.007,0.739,63.47,56.56,132.20,106.82,1.27,2460491.01,369
20010636,17.70,0.533,0.645,9.876,,,,,2460600.5,60600,0.5129,1.884,0.918,13.58,172.93,286.31,359.24,2.85,2460602.50,945
20010860,17.32,,,,,,,,2460600.5,60600,0.5740,2.578,1.098,4.15,257.19,75.53,16.39,4.06,2460531.69,1.51e+03
20011054,17.07,,,2.57223,,,,,2460600.5,60600,0.4467,1.979,1.095,3.08,339.05,92.34,74.07,2.86,2460391.28,1.02e+03
20011066,15.23,2.104,0.190,8.4958,,,,,2460600.5,60600,0.3754,1.392,0.869,36.88,349.22,22.03,75.15,1.91,2460475.33,600
20011284,18.26,,,5.43,,,,,2460600.5,60600,0.3373,1.74,1.153,1.99,311.71,171.13,44.40,2.33,2460497.10,838
20011311,15.87,,,,,,,,2460600.5,60600,0.5359,2.117,0.983,25.49,59.32,313.45,26.51,3.25,2460517.66,1.13e+03
20011398,16.41,1.316,0.318,38.6,,,,,2460600.5,60600,0.3895,1.721,1.050,15.02,144.74,74.76,107.00,2.39,2460355.49,824
20011405,15.27,3.621,0.112,6.504,,,,,2460600.5,60600,0.3939,1.46,0.885,22.86,141.25,96.40,153.90,2.03,2460325.15,644
20011500,18.37,0.738,0.142,73,,,,,2460600.5,60600,0.3558,1.08,0.696,10.31,234.39,289.52,323.61,1.46,2460641.94,410
20011885,18.52,1.298,0.033,7.368,,,,,2460600.5,60600,0.4744,1.703,0.895,19.43,359.78,116.20,59.35,2.51,2460466.64,812
20012538,15.97,1.663,0.232,2.575,,,,,2460600.5,60600,0.4058,1.542,0.916,24.54,220.69,321.79,317.04,2.17,2460683.93,699
20012711,16.04,,,3.4848,,,,,2460600.5,60600,0.2722,1.186,0.863,38.49,294.96,322.88,291.28,1.51,2460690.59,472
20012923,15.82,2.060,0.199,3.893,,,,,2460600.5,60600,0.4918,1.963,0.998,5.30,168.17,147.13,51.56,2.93,2460456.63,1e+03
20013553,16.54,,,58.,,,,,2460600.5,60600,0.4637,2.189,1.174,5.88,193.46,109.95,333.19,3.20,2460688.63,1.18e+03
20013651,17.89,0.562,0.511,33.644,,,,,2460600.5,60600,0.3057,1.335,0.927,17.25,116.63,133.86,262.62,1.74,2460752.98,564
20014402,18.77,0.6,0.14,2.261,,,,,2460600.5,60600,0.4016,1.715,1.026,11.41,158.14,51.55,325.50,2.40,2460679.11,820
20014827,18.75,0.9,,,,0.684,0.492,,2460600.5,60600,0.6649,2.841,0.952,1.98,57.93,238.19,21.63,4.73,2460495.41,1.75e+03
20015745,17.41,,,3.2486,,,,,2460600.5,60600,0.2555,1.72,1.280,14.43,132.58,140.66,284.35,2.16,2460773.56,824
20015817,18.47,,,11,,,,,2460600.5,60600,0.1182,1.324,1.168,13.87,162.47,94.29,340.12,1.48,2460631.24,557
20016064,16.86,4.106,0.020,178.5,,,,,2460600.5,60600,0.5894,2.849,1.170,4.54,335.55,104.75,43.97,4.53,2460385.93,1.76e+03
20016636,18.78,,,19.01,,,,,2460600.5,60600,0.4677,2.31,1.230,7.21,296.77,47.38,314.66,3.39,2460762.04,1.28e+03
20016657,16.69,,,,,,,,2460600.5,60600,0.4608,2.277,1.228,24.95,31.19,21.30,356.33,3.33,2460613.29,1.26e+03
20016816,16.26,,,2.449,,,,,2460600.5,60600,0.6038,1.442,0.571,25.92,37.14,158.01,95.46,2.31,2460432.72,633
20016834,15.80,1.87,0.22,9.345,,,,,2460600.5,60600,0.4421,1.468,0.819,16.00,260.76,334.39,247.48,2.12,2460803.57,650
20016912,17.91,,,,,,,,2460600.5,60600,0.2726,1.751,1.274,24.52,169.17,221.25,284.67,2.23,2460777.64,847
20016960,14.42,,,2.8985,,,,,2460600.5,60600,0.8590,2.201,0.310,17.52,260.15,243.25,308.68,4.09,2460770.48,1.19e+03
20017181,16.78,,,,,,,,2460600.5,60600,0.6740,2.37,0.773,10.65,113.56,36.78,275.92,3.97,2460911.71,1.33e+03
20017182,17.14,2.885,0.028,6.61,,,,,2460600.5,60600,0.5533,1.387,0.620,9.26,333.48,203.23,25.70,2.15,2460557.89,597
20017188,16.40,1.819,0.147,5.0638,,,,,2460600.5,60600,0.6369,2.216,0.805,29.45,269.76,287.25,172.44,3.63,2460023.52,1.2e+03
20017274,16.87,3.183,0.037,16.495,,,,,2460600.5,60600,0.5539,2.731,1.219,5.57,305.70,21.35,129.39,4.24,2460007.91,1.65e+03
20017511,17.32,,,5.9902,,,,,2460600.5,60600,0.3587,1.19,0.763,9.58,355.89,202.44,10.89,1.62,2460586.16,474
20018106,17.78,,,,,,,,2460600.5,60600,0.5120,2.443,1.192,4.22,109.17,234.96,112.61,3.69,2460164.26,1.39e+03
20018109,17.19,,,4.25,,,,,2460600.5,60600,0.3679,1.881,1.189,0.81,59.54,319.26,117.48,2.57,2460293.08,942
20018172,15.69,,,2.37512,,,,,2460600.5,60600,0.5111,2.425,1.186,17.83,338.45,100.71,102.38,3.67,2460208.14,1.38e+03
20018736,15.99,,,2.4753,,,,,2460600.5,60600,0.4910,2.349,1.196,2.81,297.43,222.92,199.67,3.50,2461186.32,1.32e+03
20018882,16.15,,,2.466,,,,,2460600.5,60600,0.2320,1.685,1.294,36.81,291.67,242.69,49.89,2.08,2460489.77,799
20019356,17.01,0.91,0.34,6.714,,,,,2460600.5,60600,0.5576,2.512,1.111,3.01,186.48,334.13,354.22,3.91,2460623.82,1.45e+03
20019764,16.11,1.572,0.342,59.263,,,,,2460600.5,60600,0.4428,2.235,1.245,1.33,281.40,9.75,106.69,3.22,2460238.87,1.22e+03
20020086,16.68,,,,,,,,2460600.5,60600,0.6253,3.176,1.190,21.79,237.14,57.78,116.25,5.16,2459932.77,2.07e+03
20020236,17.70,,,10.182,,,,,2460600.5,60600,0.5610,2.034,0.893,6.51,111.23,104.58,42.72,3.17,2460474.80,1.06e+03
20020255,18.45,,,6.804,,,,,2460600.5,60600,0.4922,2.151,1.092,9.96,180.93,17.56,144.77,3.21,2460137.19,1.15e+03
20020425,20.51,,,,,,,,2460600.5,60600,0.4764,1.565,0.819,6.99,227.25,296.32,32.70,2.31,2460535.55,715
20020429,17.73,,,2.718,,,,,2460600.5,60600,0.4642,1.556,0.834,6.30,61.73,147.72,42.37,2.28,2460517.06,709
20020460,15.42,2.716,0.199,2.7209,,,,,2460600.5,60600,0.4116,1.877,1.104,33.95,279.99,283.75,343.48,2.65,2460643.60,939
20020790,16.64,,,2.792,,,,,2460600.5,60600,0.5561,2.753,1.222,8.29,302.85,168.95,80.23,4.28,2460228.71,1.67e+03
20020826,13.89,3.687,0.123,5.313,,,,,2460600.5,60600,0.6362,2.418,0.880,31.92,347.28,198.70,93.36,3.96,2460244.32,1.37e+03
20021088,14.42,2.793,0.206,11.23,,,,,2460600.5,60600,0.2384,1.706,1.300,38.45,297.83,27.16,28.40,2.11,2460536.27,814
20021277,16.18,,,7.7,,,,,2460600.5,60600,0.5204,2.378,1.141,20.95,167.35,250.16,206.86,3.62,2461170.40,1.34e+03
20021374,17.45,,,3.405,,,,,2460600.5,60600,0.1207,1.269,1.116,23.98,59.19,197.28,89.26,1.42,2460470.96,522
20022099,18.09,0.524,0.444,6.334,,,,,2460600.5,60600,0.2762,1.104,0.799,9.85,136.43,186.56,320.17,1.41,2460647.41,424
20022753,17.69,,,10.24,,,,,2460600.5,60600,0.5699,1.219,0.524,3.20,307.36,324.80,165.33,1.91,2460374.75,492
20022771,16.96,,,3.782,,,,,2460600.5,60600,0.5243,1.576,0.750,11.40,338.91,305.83,256.93,2.40,2460807.40,723
20023183,16.07,1.098,0.640,6.9809,,,,,2460600.5,60600,0.4009,1.824,1.093,40.97,119.63,301.48,239.12,2.56,2460902.69,900
20023187,16.06,,,2.5325,,,,,2460600.5,60600,0.5893,1.847,0.759,51.33,164.29,293.53,167.50,2.94,2460173.89,917
20023548,17.13,,,,,,,,2460600.5,60600,0.5180,2.289,1.104,23.44,345.85,124.29,313.15,3.47,2460765.14,1.27e+03
