"spkid","H","diameter","albedo","rot_per","GM","BV","UB","IR","epoch","epoch_mjd","e","a","q","i","om","w","ma","ad","tp","per"
3753622,23.80,,,,,,,,2457540.5,57540,0.4970,2.108,1.060,9.01,64.18,212.24,353.64,3.16,2457560.26,1.12e+03
3753640,20.97,,,,,,,,2460600.5,60600,0.5194,1.302,0.626,24.23,208.24,269.30,283.70,1.98,2460715.57,543
3753641,19.12,,,,,,,,2460600.5,60600,0.5349,1.701,0.791,37.47,50.36,23.19,339.04,2.61,2460647.68,810
3753642,22.70,,,,,,,,2460600.5,60600,0.4474,2.109,1.166,6.89,190.14,73.41,258.45,3.05,2460916.13,1.12e+03
3753661,22.60,,,,,,,,2460600.5,60600,0.5346,2.263,1.053,9.31,197.13,45.58,167.73,3.47,2460021.33,1.24e+03
3753721,20.25,0.517,0.050,,,,,,2460600.5,60600,0.6713,2.315,0.761,14.86,154.76,206.63,106.33,3.87,2460220.43,1.29e+03
3753836,21.70,,,,,,,,2460600.5,60600,0.5060,1.95,0.963,24.97,83.78,236.88,3.93,2.94,2460589.65,994
3753623,22.80,0.060,0.526,,,,,,2460600.5,60600,0.1461,1.012,0.864,32.18,72.94,76.54,167.07,1.16,2460427.94,372
3753643,23.10,,,,,,,,2457542.5,57542,0.6621,2.32,0.784,5.68,42.53,277.45,345.97,3.86,2457592.78,1.29e+03
3753644,25.30,,,4.39,,,,,2460600.5,60600,0.4182,1.747,1.016,2.80,249.31,358.33,227.06,2.48,2460911.89,843
3753659,25.40,,,,,,,,2457542.5,57542,0.4844,1.941,1.001,15.64,249.33,327.04,11.28,2.88,2457511.55,987
3753657,25.10,,,,,,,,2460600.5,60600,0.3608,1.639,1.047,6.23,90.92,153.99,359.86,2.23,2460600.79,766
3753660,22.40,,,,,,,,2457543.5,57543,0.1878,1.356,1.101,44.63,77.81,204.91,336.58,1.61,2457581.00,577
3753658,25.10,,,,,,,,2457545.5,57545,0.5224,1.23,0.587,3.74,232.49,272.48,48.54,1.87,2457478.33,498
3753656,26.40,,,,,,,,2460600.5,60600,0.4351,1.381,0.780,2.54,98.03,236.54,20.43,1.98,2460566.84,593
3753662,21.70,,,,,,,,2460600.5,60600,0.3617,1.482,0.946,8.93,80.53,251.33,195.19,2.02,2460902.06,659
3753663,24.10,,,,,,,,2460600.5,60600,0.2805,1.492,1.073,10.25,231.85,349.24,230.68,1.91,2460839.58,666
3753664,23.10,,,,,,,,2460600.5,60600,0.5364,2.006,0.930,2.13,83.59,127.16,351.52,3.08,2460624.94,1.04e+03
3753696,21.45,,,,,,,,2460600.5,60600,0.3848,0.9233,0.568,23.32,83.30,358.36,291.58,1.28,2460662.09,324
3753697,19.98,,,,,,,,2460600.5,60600,0.5556,2.347,1.043,11.74,69.63,263.60,100.54,3.65,2460233.76,1.31e+03
3753695,19.88,,,,,,,,2460600.5,60600,0.5620,2.249,0.985,6.32,320.91,25.35,153.07,3.51,2460076.70,1.23e+03
3753692,25.30,,,,,,,,2460600.5,60600,0.0686,0.9874,0.920,18.34,248.07,208.70,342.56,1.06,2460617.86,358
3753698,24.30,,,,,,,,2457544.5,57544,0.1177,1.251,1.104,21.44,243.43,15.04,356.88,1.40,2457548.94,511
3753694,25.50,,,,,,,,2460600.5,60600,0.3294,1.525,1.023,4.85,238.95,41.04,146.87,2.03,2460319.73,688
3753693,23.60,,,,,,,,2460600.5,60600,0.3890,1.786,1.091,8.21,107.41,153.36,179.81,2.48,2460164.95,872
3753699,26.30,,,,,,,,2457545.5,57545,0.3922,1.68,1.021,0.94,215.22,11.08,12.05,2.34,2457518.87,796
3753700,29.00,,,,,,,,2460600.5,60600,0.2906,1.324,0.939,3.97,76.84,228.74,149.99,1.71,2460368.78,556
3753717,21.70,,,,,,,,2460600.5,60600,0.6784,3.56,1.145,17.37,226.24,67.69,79.93,5.98,2460055.67,2.45e+03
3753713,22.71,,,,,,,,2457542.5,57542,0.5239,0.848,0.404,21.68,230.05,226.24,105.13,1.29,2457459.20,285
3753714,21.79,,,,,,,,2460600.5,60600,0.0691,1.246,1.160,25.95,91.39,62.34,95.74,1.33,2460465.37,508
3753711,22.90,,,,,,,,2457543.5,57543,0.6987,2.509,0.756,6.78,185.77,149.86,343.14,4.26,2457611.51,1.45e+03
3753715,20.89,,,,,,,,2460600.5,60600,0.4009,1.763,1.056,28.21,241.30,105.10,160.97,2.47,2460218.15,855
3753716,22.40,0.204,0.046,,,,,,2457545.5,57545,0.6328,2.798,1.027,32.87,74.45,191.59,357.12,4.57,2457559.17,1.71e+03
3753712,21.52,,,,,,,,2457548.5,57548,0.7567,2.505,0.610,5.42,164.36,187.30,346.82,4.40,2457601.49,1.45e+03
3753718,25.20,,,,,,,,2460600.5,60600,0.2627,1.177,0.868,9.86,86.87,245.88,149.35,1.49,2460407.05,466
3753719,18.86,0.430,0.289,,,,,,2460600.5,60600,0.6456,2.163,0.767,12.94,107.72,263.48,188.57,3.56,2461153.89,1.16e+03
3753790,19.78,0.845,0.030,,,,,,2460600.5,60600,0.7478,2.565,0.647,12.79,186.25,179.36,347.95,4.48,2460650.72,1.5e+03
3753787,24.10,,,,,,,,2457547.5,57547,0.4702,1.882,0.997,1.11,287.97,288.02,13.32,2.77,2457512.58,943
3753786,23.86,,,,,,,,2460600.5,60600,0.3395,1.307,0.863,7.44,205.72,326.83,260.86,1.75,2460750.79,546
3753791,22.80,,,,,,,,2460600.5,60600,0.3716,1.412,0.887,1.72,124.38,203.96,320.02,1.94,2460668.55,613
3753788,24.80,,,,,,,,2460600.5,60600,0.5314,2.255,1.057,2.80,90.67,203.04,157.93,3.45,2460057.90,1.24e+03
3753789,20.45,,,,,,,,2460600.5,60600,0.2521,1.653,1.236,33.80,100.45,182.35,317.78,2.07,2460691.54,776
3753796,21.41,,,,,,,,2460600.5,60600,0.4827,1.796,0.929,7.90,154.14,182.30,131.78,2.66,2460278.80,879
3753797,27.00,,,,,,,,2460600.5,60600,0.1214,0.9375,0.824,5.97,73.88,35.54,213.56,1.05,2460735.38,332
3753798,22.40,0.085,0.269,,,,,,2460600.5,60600,0.6110,1.804,0.702,4.19,70.84,96.84,183.94,2.91,2461033.49,885
3753800,17.73,0.681,0.289,,,,,,2460600.5,60600,0.7576,2.137,0.518,15.33,215.47,181.50,206.91,3.76,2461085.60,1.14e+03
3753831,24.98,,,,,,,,2460600.5,60600,0.6176,2.771,1.059,3.07,136.61,143.60,287.99,4.48,2460937.44,1.68e+03
3753832,19.06,,,,,,,,2460600.5,60600,0.4649,2.358,1.262,7.49,170.72,133.47,102.95,3.45,2460222.26,1.32e+03
3753833,19.00,,,,,,,,2460600.5,60600,0.5731,2.71,1.157,21.94,96.39,259.93,278.94,4.26,2460967.36,1.63e+03
3753834,25.10,,,,,,,,2457546.5,57546,0.5656,2.497,1.085,10.33,80.07,205.51,352.91,3.91,2457574.90,1.44e+03
3753835,22.15,,,,,,,,2460600.5,60600,0.7460,1.13,0.287,11.19,227.45,231.42,61.65,1.97,2460525.34,439
3753854,27.10,,,,,,,,2460600.5,60600,0.6191,2.422,0.923,3.24,257.26,42.35,70.74,3.92,2460329.95,1.38e+03
3753858,25.60,,,,,,,,2460600.5,60600,0.4625,1.786,0.960,4.68,255.22,324.40,194.80,2.61,2461000.44,872
3753856,25.21,,,,,,,,2457546.5,57546,0.3167,1.191,0.814,5.04,235.49,116.60,300.35,1.57,2457625.17,475
3753855,23.74,,,,,,,,2460600.5,60600,0.3462,1.372,0.897,11.76,255.15,296.11,111.99,1.85,2460417.82,587
3753857,24.65,,,,,,,,2460600.5,60600,0.1959,1.106,0.889,4.87,122.90,32.72,146.42,1.32,2460427.81,425
3753859,29.30,,,,,,,,2457548.5,57548,0.6222,2.083,0.787,0.67,79.30,245.32,345.43,3.38,2457592.94,1.1e+03
3753871,26.90,,,,,,,,2460600.5,60600,0.2802,1.405,1.011,0.96,184.39,96.60,352.50,1.80,2460613.17,608
3753869,20.76,,,,,,,,2460600.5,60600,0.4731,2.122,1.118,3.02,116.81,184.85,241.06,3.13,2460973.60,1.13e+03
3753870,23.05,,,,,,,,2460600.5,60600,0.5141,0.7436,0.361,26.21,81.91,329.97,251.35,1.13,2460671.19,234
3753868,24.00,,,,,,,,2457548.5,57548,0.3026,1.373,0.958,36.51,254.12,62.49,326.70,1.79,2457602.86,588
3753872,28.50,,,,,,,,2460600.5,60600,0.4479,1.824,1.007,1.20,77.52,198.33,135.83,2.64,2460261.00,900
3753873,20.02,,,,,,,,2460600.5,60600,0.4857,2.207,1.135,4.73,223.06,97.89,175.63,3.28,2460016.21,1.2e+03
3753874,19.53,,,,,,,,2460600.5,60600,0.5861,1.673,0.692,16.43,117.16,25.20,358.03,2.65,2460604.82,790
3753883,22.50,,,,,,,,2457545.5,57545,0.4429,2.307,1.285,5.93,173.19,57.45,6.53,3.33,2457522.28,1.28e+03
3753882,21.80,,,,,,,,2460600.5,60600,0.5672,2.952,1.278,12.12,219.80,69.96,225.43,4.63,2461293.01,1.85e+03
3753884,19.20,,,,,,,,2460600.5,60600,0.5262,2.616,1.239,27.53,72.77,258.36,318.56,3.99,2460778.43,1.55e+03
3753885,19.00,,,,,,,,2460600.5,60600,0.4528,1.685,0.922,36.48,137.76,354.50,9.38,2.45,2460579.69,799
3753920,23.20,,,,,,,,2460600.5,60600,0.3250,1.542,1.041,8.09,52.01,251.72,106.11,2.04,2460394.33,699
3753919,20.03,0.237,0.314,,,,,,2457551.5,57551,0.8634,1.786,0.244,15.19,92.15,317.15,339.00,3.33,2457602.34,872
3753918,22.50,,,,,,,,2457549.5,57549,0.3440,1.717,1.126,34.13,255.95,276.89,46.51,2.31,2457443.32,822
3753921,22.50,,,,,,,,2460600.5,60600,0.6066,2.849,1.121,2.45,157.79,121.21,259.40,4.58,2461091.35,1.76e+03
3753922,19.82,,,,,,,,2460600.5,60600,0.5160,2.488,1.204,4.99,251.90,80.15,30.80,3.77,2460477.84,1.43e+03
3753923,20.05,,,,,,,,2460600.5,60600,0.4806,2.466,1.281,15.76,207.34,131.88,20.60,3.65,2460519.57,1.41e+03
3754253,20.20,,,,,,,,2457546.5,57546,0.5759,1.499,0.636,40.77,79.07,28.13,91.75,2.36,2457375.64,670
3754252,20.64,,,,,,,,2460600.5,60600,0.0729,1.307,1.212,24.88,101.94,319.08,65.25,1.40,2460501.52,546
3754256,21.90,,,,,,,,2460600.5,60600,0.5118,2.153,1.051,4.61,161.34,133.76,224.51,3.25,2461034.66,1.15e+03
3754255,25.40,,,1.5,,,,,2460600.5,60600,0.2031,1.296,1.032,10.15,258.39,348.37,246.76,1.56,2460769.94,539
3754254,24.30,,,,,,,,2457551.5,57551,0.4005,1.05,0.629,10.43,87.25,51.90,74.12,1.47,2457470.64,393
3754266,21.76,,,,,,,,2460600.5,60600,0.4994,2.248,1.125,6.89,116.75,224.92,139.34,3.37,2460124.02,1.23e+03
3754263,21.64,,,,,,,,2460600.5,60600,0.3372,1.795,1.189,16.41,259.76,355.56,181.31,2.40,2461036.34,878
3754268,20.80,,,,,,,,2460600.5,60600,0.7021,2.123,0.632,18.26,158.72,357.13,274.63,3.61,2460868.40,1.13e+03
3754264,19.34,0.864,0.045,5.6799,,,,,2460600.5,60600,0.6913,3.222,0.995,5.58,327.28,4.04,145.76,5.45,2459745.34,2.11e+03
3754267,22.88,,,,,,,,2460600.5,60600,0.5928,2.309,0.940,4.11,165.71,155.29,118.35,3.68,2460179.32,1.28e+03
3754270,23.80,,,,,,,,2457552.5,57552,0.8378,2.106,0.342,5.54,117.76,262.67,345.13,3.87,2457598.62,1.12e+03
3754269,27.50,,,,,,,,2460600.5,60600,0.0503,1.067,1.014,9.15,260.79,28.65,179.82,1.12,2460399.31,403
3754280,22.40,,,,,,,,2457555.5,57555,0.3817,1.121,0.693,25.60,86.98,75.10,57.24,1.55,2457486.55,434
3754281,18.75,,,,,,,,2460600.5,60600,0.4789,2.306,1.202,8.97,307.07,11.18,111.34,3.41,2460204.97,1.28e+03
3754282,22.20,,,,,,,,2460600.5,60600,0.6106,1.026,0.400,10.44,231.86,235.20,108.65,1.65,2460485.89,380
3754283,26.00,,,,,,,,2457554.5,57554,0.3757,1.25,0.780,32.85,85.52,260.84,317.51,1.72,2457614.72,510
3754285,21.62,,,,,,,,2457547.5,57547,0.3565,1.121,0.721,43.14,65.11,323.52,258.78,1.52,2457669.34,433
3755194,27.40,,,,,,,,2457550.5,57550,0.3760,1.184,0.739,6.34,253.77,271.20,52.13,1.63,2457482.37,470
54123434,18.95,,,,,,,,2460600.5,60600,0.8553,2.591,0.375,12.29,39.24,1.49,333.96,4.81,2460710.71,1.52e+03
54182567,24.06,,,,,,,,2459400.5,59400,0.3303,1.435,0.961,7.63,240.68,315.91,12.22,1.91,2459379.19,628
3754317,25.30,,,,,,,,2457556.5,57556,0.3587,1.374,0.881,11.84,258.73,75.00,325.93,1.87,2457612.18,588
3838921,22.20,,,,,,,,2460600.5,60600,0.4567,2.236,1.215,6.80,238.09,71.95,159.25,3.26,2460060.19,1.22e+03
3754319,27.50,,,0.0051,,,,,2460600.5,60600,0.3754,1.48,0.925,5.06,92.19,223.37,202.98,2.04,2460887.44,658
3754320,19.51,,,,,,,,2460600.5,60600,0.4370,2.281,1.284,10.19,267.31,354.10,161.57,3.28,2460035.67,1.26e+03
3754328,22.14,,,,,,,,2460600.5,60600,0.2063,1.098,0.871,14.68,242.09,203.81,267.02,1.32,2460708.98,420
3754329,21.60,,,,,,,,2457572.5,57572,0.4912,1.817,0.925,40.39,93.02,115.94,22.06,2.71,2457517.69,895
3754330,23.19,,,,,,,,2460600.5,60600,0.5227,2.172,1.037,9.13,108.02,205.01,202.66,3.31,2461111.45,1.17e+03
3754335,24.80,,,,,,,,2460600.5,60600,0.4350,1.713,0.968,2.51,267.77,47.88,237.48,2.46,2460879.27,819
3754336,23.90,,,,,,,,2460600.5,60600,0.5545,2.456,1.094,1.76,138.43,136.46,57.09,3.82,2460377.52,1.41e+03
3754341,19.78,,,,,,,,2460600.5,60600,0.4932,1.172,0.594,53.26,259.60,185.85,14.69,1.75,2460581.59,464
3754342,23.26,,,,,,,,2457569.5,57569,0.4522,1.463,0.801,4.13,270.58,80.83,326.88,2.12,2457628.95,646
3754353,20.84,,,,,,,,2460600.5,60600,0.4424,2.295,1.280,7.18,142.92,166.92,130.15,3.31,2460141.34,1.27e+03
3754364,18.88,,,,,,,,2460600.5,60600,0.6178,2.289,0.875,12.55,87.38,281.41,95.40,3.70,2460265.38,1.26e+03
3759676,26.96,,,,,,,,2457555.5,57555,0.2379,0.8756,0.667,2.82,102.03,14.12,132.16,1.08,2457445.64,299
3754343,26.90,,,,,,,,2460600.5,60600,0.3619,1.507,0.962,2.92,99.92,217.96,155.98,2.05,2460307.62,676
3754370,18.48,,,,,,,,2460600.5,60600,0.5475,2.487,1.125,5.97,269.40,97.03,359.60,3.85,2460602.08,1.43e+03
3754369,23.90,,,,,,,,2457574.5,57574,0.3984,1.684,1.013,15.75,276.25,41.27,345.52,2.36,2457606.62,799
3754379,23.80,,,,,,,,2460600.5,60600,0.3355,0.8831,0.587,6.52,249.47,247.17,114.45,1.18,2460504.14,303
3754380,25.40,,,,,,,,2460600.5,60600,0.2588,1.381,1.023,5.28,113.99,204.38,17.77,1.74,2460571.26,593
3754386,19.86,,,,,,,,2460600.5,60600,0.2366,1.266,0.966,16.29,255.15,145.16,199.17,1.57,2460832.91,520
3754390,19.44,,,,,,,,2460600.5,60600,0.6234,3.348,1.261,11.14,101.81,205.56,120.60,5.44,2459850.78,2.24e+03
3754385,20.60,,,,,,,,2460600.5,60600,0.5474,2.765,1.252,25.12,127.58,180.15,280.18,4.28,2460972.90,1.68e+03
3754392,22.00,,,8.67,,,,,2460600.5,60600,0.5726,2.37,1.013,3.38,289.46,67.08,78.58,3.73,2460309.61,1.33e+03
3754388,23.89,,,,,,,,2460600.5,60600,0.4351,0.7624,0.431,6.68,112.76,0.75,315.59,1.09,2460630.50,243
3754389,25.40,,,,,,,,2460600.5,60600,0.1309,0.9333,0.811,7.21,106.67,332.93,278.56,1.06,2460675.00,329
3754384,25.30,,,,,,,,2460600.5,60600,0.0700,1.053,0.979,8.48,286.17,78.17,167.43,1.13,2460416.91,395
3754438,20.62,,,,,,,,2460600.5,60600,0.6027,1.837,0.730,23.09,267.95,108.49,86.66,2.94,2460381.60,909
3754435,20.94,,,52.6,,,,,2460600.5,60600,0.4205,2.103,1.218,4.78,272.69,38.15,249.05,2.99,2460943.71,1.11e+03
3754433,23.40,,,,,,,,2460600.5,60600,0.4337,2.059,1.166,1.86,145.21,138.55,289.71,2.95,2460811.25,1.08e+03
3754436,22.20,,,,,,,,2460600.5,60600,0.5374,2.559,1.183,5.44,271.55,5.68,11.91,3.93,2460551.03,1.49e+03
3754437,20.38,,,23.22,,,,,2460600.5,60600,0.5586,2.039,0.900,5.54,300.56,96.55,259.48,3.18,2460897.43,1.06e+03
3754434,27.50,,,,,,,,2460600.5,60600,0.1717,1.232,1.021,1.90,110.44,154.01,32.83,1.44,2460554.94,500
3754439,26.70,,,,,,,,2460600.5,60600,0.5066,2.069,1.021,6.90,282.40,8.95,276.97,3.12,2460851.23,1.09e+03
3754548,19.88,,,,,,,,2460600.5,60600,0.4436,0.9182,0.511,20.42,256.68,148.20,60.31,1.33,2460546.66,321
3754549,25.10,,,,,,,,2457577.5,57577,0.4715,1.982,1.047,6.62,116.84,190.05,352.38,2.92,2457599.07,1.02e+03
3754550,22.10,,,,,,,,2460600.5,60600,0.1183,1.282,1.130,39.24,274.49,47.70,218.68,1.43,2460808.61,530
3754551,19.92,,,,,,,,2460600.5,60600,0.4790,2.391,1.246,3.70,277.77,10.33,90.03,3.54,2460262.85,1.35e+03
3755112,19.61,,,,,,,,2460600.5,60600,0.5739,2.459,1.048,26.99,151.39,182.40,31.58,3.87,2460476.95,1.41e+03
3755114,19.47,,,,,,,,2460600.5,60600,0.5527,2.616,1.170,8.01,121.52,213.62,322.71,4.06,2460760.60,1.55e+03
3755111,23.10,,,,,,,,2460600.5,60600,0.4716,2.153,1.138,9.05,113.47,190.66,217.83,3.17,2461056.09,1.15e+03
3755115,24.40,,,,,,,,2457582.5,57582,0.4367,1.843,1.038,2.72,259.01,38.90,358.94,2.65,2457585.19,914
3755113,23.27,,,,,,,,2460600.5,60600,0.5369,2.289,1.060,15.65,116.60,191.24,132.53,3.52,2460134.78,1.27e+03
3755188,20.33,,,,,,,,2460600.5,60600,0.3930,1.314,0.798,18.52,260.20,139.78,87.06,1.83,2460467.38,550
3755190,22.50,,,,,,,,2457576.5,57576,0.6981,1.889,0.570,7.55,263.90,115.71,339.39,3.21,2457630.79,948
3755186,22.40,,,,,,,,2460600.5,60600,0.4183,2.167,1.261,6.79,265.40,42.78,207.75,3.07,2461093.40,1.17e+03
3755187,28.40,,,,,,,,2460600.5,60600,0.1858,0.9489,0.773,8.88,285.58,237.92,85.06,1.13,2460520.72,338
3755191,29.00,,,,,,,,2460600.5,60600,0.3530,1.497,0.969,2.71,111.05,213.49,168.14,2.03,2460287.99,669
3755192,24.70,,,,,,,,2457579.5,57579,0.3333,1.512,1.008,16.82,283.05,28.09,348.93,2.02,2457600.39,679
3755193,23.70,,,,,,,,2460600.5,60600,0.5122,2.155,1.051,9.85,128.80,132.42,228.81,3.26,2461021.49,1.16e+03
3755203,19.51,,,,,,,,2460600.5,60600,0.8703,1.246,0.162,17.79,315.76,146.25,266.78,2.33,2460732.00,508
3755201,20.75,,,,,,,,2460600.5,60600,0.3556,1.914,1.234,24.21,133.42,81.51,71.21,2.60,2460409.14,967
3755202,24.90,,,,,,,,2460600.5,60600,0.2228,1.215,0.944,2.64,131.99,79.77,123.33,1.49,2460432.96,489
3755205,23.90,,,,,,,,2460600.5,60600,0.5747,2.435,1.036,9.92,128.02,196.34,54.88,3.83,2460388.93,1.39e+03
3755206,24.20,,,,,,,,2460600.5,60600,0.5526,2.626,1.175,4.82,231.93,41.23,344.54,4.08,2460667.27,1.55e+03
3755219,22.92,,,17.1,,,,,2460600.5,60600,0.4466,0.755,0.418,4.42,150.20,343.33,352.67,1.09,2460605.38,240
3755218,21.20,,,,,,,,2460600.5,60600,0.4287,2.19,1.251,5.87,220.11,132.31,175.81,3.13,2460022.44,1.18e+03
3755311,21.20,,,,,,,,2460600.5,60600,0.4178,1.515,0.882,3.53,212.43,170.10,106.07,2.15,2460399.88,681
3755316,23.40,,,,,,,,2460600.5,60600,0.4522,2.103,1.152,5.97,194.51,124.64,247.61,3.05,2460948.21,1.11e+03
3755314,23.40,,,,,,,,2460600.5,60600,0.4547,1.78,0.971,9.42,133.95,225.13,148.03,2.59,2460243.68,868
3755315,23.20,,,,,,,,2460600.5,60600,0.4835,2.126,1.098,6.62,309.55,8.37,233.43,3.15,2460998.47,1.13e+03
3755312,23.40,,,,,,,,2457581.5,57581,0.1733,1.284,1.062,23.26,112.45,163.53,12.61,1.51,2457562.88,532
3755313,24.20,,,,,,,,2457581.5,57581,0.1152,1.213,1.073,21.28,111.72,182.39,0.16,1.35,2457581.28,488
3755317,22.00,,,,,,,,2460600.5,60600,0.4089,2.147,1.269,8.06,290.29,9.17,225.98,3.03,2461028.34,1.15e+03
3755318,19.70,,,,,,,,2460600.5,60600,0.5434,2.752,1.256,9.80,258.09,59.06,283.15,4.25,2460956.41,1.67e+03
3755342,22.30,,,,,,,,2460600.5,60600,0.4192,2.122,1.232,5.76,223.06,72.88,241.77,3.01,2460971.28,1.13e+03
3755344,21.65,,,,,,,,2460600.5,60600,0.2850,1.433,1.024,27.77,140.57,222.09,257.74,1.84,2460778.39,626
3755343,21.17,,,,,,,,2460600.5,60600,0.5075,2.345,1.155,4.30,233.91,113.20,90.67,3.54,2460270.10,1.31e+03
3755345,21.50,,,2.321,,,,,2460600.5,60600,0.0950,1.037,0.939,29.92,136.74,39.35,47.22,1.14,2460549.87,386
3755346,22.10,,,,,,,,2460600.5,60600,0.4537,2.149,1.174,8.68,319.18,344.43,223.27,3.12,2461037.44,1.15e+03
3755347,25.53,,,,,,,,2460600.5,60600,0.2094,1.313,1.038,6.62,279.50,24.37,171.08,1.59,2460339.24,550
3755348,25.90,,,,,,,,2457582.5,57582,0.5332,2.102,0.981,3.56,105.32,221.28,350.53,3.22,2457611.78,1.11e+03
3755349,25.10,,,2.47,,,,,2460600.5,60600,0.5139,2.127,1.034,0.49,126.49,178.60,234.69,3.22,2460994.90,1.13e+03
3755398,24.60,,,,,,,,2460600.5,60600,0.5024,2.135,1.062,5.75,116.51,187.26,230.14,3.21,2461011.45,1.14e+03
3755397,20.29,,,,,,,,2460600.5,60600,0.5053,2.252,1.114,5.19,116.41,259.12,139.16,3.39,2460123.35,1.23e+03
3755396,23.20,,,,,,,,2457588.5,57588,0.5080,2.212,1.088,13.77,118.13,207.99,351.76,3.34,2457616.02,1.2e+03
3755395,18.63,,,18.85,,,,,2460600.5,60600,0.5689,2.561,1.104,23.89,177.66,205.32,353.24,4.02,2460628.63,1.5e+03
3755499,23.50,,,,,,,,2460600.5,60600,0.5410,2.352,1.079,4.24,143.24,181.79,95.90,3.62,2460249.59,1.32e+03
3755502,24.20,,,,,,,,2460600.5,60600,0.4905,2.146,1.093,10.34,121.94,177.23,223.53,3.20,2461035.70,1.15e+03
3755501,25.20,,,,,,,,2460600.5,60600,0.6220,2.312,0.874,1.95,110.62,235.76,114.62,3.75,2460191.67,1.28e+03
3755500,23.50,,,,,,,,2457584.5,57584,0.6061,1.399,0.551,1.41,108.14,297.04,320.93,2.25,2457650.13,605
3755504,21.92,,,,,,,,2460600.5,60600,0.4911,2.344,1.193,4.92,287.39,4.91,112.48,3.50,2460190.92,1.31e+03
3755542,25.10,,,,,,,,2457586.5,57586,0.5641,2.216,0.966,0.81,148.94,187.18,349.94,3.47,2457620.17,1.2e+03
3755677,23.86,,,1.46,,,,,2460600.5,60600,0.1660,1.254,1.046,11.39,125.59,229.87,271.88,1.46,2460726.06,513
3755678,27.60,,,,,,,,2460600.5,60600,0.2473,1.343,1.011,0.79,281.67,341.94,128.74,1.67,2460397.30,568
3755776,22.70,,,,,,,,2460600.5,60600,0.4847,2.451,1.263,7.86,133.91,188.89,47.30,3.64,2460416.33,1.4e+03
3755777,19.39,,,,,,,,2460600.5,60600,0.5278,2.264,1.069,19.04,137.74,47.46,210.24,3.46,2461118.06,1.24e+03
3755936,19.61,,,,,,,,2460600.5,60600,0.4789,2.357,1.228,16.01,117.06,234.21,74.39,3.49,2460327.36,1.32e+03
3755937,23.70,,,,,,,,2460600.5,60600,0.5779,2.458,1.038,2.25,86.21,248.43,41.82,3.88,2460436.97,1.41e+03
3756040,22.66,,,,,,,,2460600.5,60600,0.3842,1.314,0.809,10.82,277.46,124.03,116.55,1.82,2460422.35,550
3756043,21.32,,,,,,,,2460600.5,60600,0.2553,1.525,1.136,28.65,122.62,278.00,65.64,1.91,2460475.11,688
3756748,24.30,,,,,,,,2457586.5,57586,0.5704,1.355,0.582,6.50,294.33,251.88,40.42,2.13,2457521.85,576
3757051,27.30,,,,,,,,2457582.5,57582,0.6167,2.17,0.832,5.54,289.19,296.50,14.70,3.51,2457534.82,1.17e+03
3757426,23.50,,,,,,,,2457583.5,57583,0.4186,2.11,1.227,5.93,281.42,23.13,356.81,2.99,2457593.41,1.12e+03
3757428,24.90,,,,,,,,2457580.5,57580,0.3376,1.371,0.908,16.67,111.42,244.45,325.41,1.83,2457636.81,586
3757570,24.40,,,,,,,,2457576.5,57576,0.1258,1.223,1.070,3.45,254.40,356.29,23.98,1.38,2457543.57,494
3759677,25.70,,,,,,,,2460600.5,60600,0.4101,1.314,0.775,6.08,104.00,260.83,143.71,1.85,2460380.83,550
3759678,26.22,,,,,,,,2457578.5,57578,0.0475,1.035,0.986,4.54,117.59,272.95,261.01,1.08,2457684.25,385
54367469,23.82,,,,,,,,2460600.5,60600,0.3688,1.561,0.985,4.82,129.16,110.68,111.99,2.14,2460378.95,712
3755754,25.40,,,,,,,,2457586.5,57586,0.6922,2.445,0.753,1.09,133.47,231.75,348.45,4.14,2457631.30,1.4e+03
3755939,23.14,,,,,,,,2460600.5,60600,0.2382,1.305,0.994,14.05,288.28,329.46,211.65,1.62,2460824.96,545
3756042,21.59,,,,,,,,2460600.5,60600,0.0347,1.125,1.086,22.81,130.07,329.86,173.79,1.16,2460390.14,436
3756047,19.22,,,,,,,,2460600.5,60600,0.4865,2.275,1.168,7.67,14.95,339.85,124.81,3.38,2460166.07,1.25e+03
3756059,20.72,,,,,,,,2460600.5,60600,0.4636,2.335,1.253,17.49,309.36,344.31,113.09,3.42,2460191.02,1.3e+03
3756107,24.60,,,,,,,,2457600.5,57600,0.6537,2.702,0.936,10.47,133.21,213.99,352.86,4.47,2457632.66,1.62e+03
3756108,23.70,,,,,,,,2460600.5,60600,0.5353,2.252,1.046,3.05,155.64,186.63,146.13,3.46,2460099.55,1.23e+03
3756749,21.60,,,,,,,,2460600.5,60600,0.6080,2.79,1.094,4.63,48.41,329.95,261.30,4.49,2461067.27,1.7e+03
3756758,19.99,,,,,,,,2460600.5,60600,0.6018,2.173,0.865,13.75,247.29,139.37,170.06,3.48,2460047.94,1.17e+03
3756756,21.13,,,,,,,,2460600.5,60600,0.3517,1.776,1.152,25.15,281.60,340.00,184.07,2.40,2461023.06,865
3756760,22.80,,,,,,,,2460600.5,60600,0.3971,1.775,1.070,12.14,157.25,158.83,164.76,2.48,2460205.13,864
3756797,19.04,0.468,0.069,,,,,,2460600.5,60600,0.4610,1.696,0.914,22.34,26.66,342.16,230.65,2.48,2460890.39,807
3756796,20.91,,,,,,,,2460600.5,60600,0.5060,1.628,0.804,7.93,224.01,166.38,298.61,2.45,2460729.90,759
