"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class"
1001646,"  286P/Christensen",286P,"JPL 53",,0.4242,4.115,2.370,17.04,283.95,185.10,5.86,2459712.96,"Otto Matic",2005-06-03,2022-11-30,470,24.69,JFc
1002414,"  287P/Christensen",287P,"JPL 64",,0.2691,4.179,3.054,16.30,139.06,29.29,5.30,2457019.68,"Otto Matic",2006-08-30,2023-12-09,366,189.03,JFc
1000750,"  289P/Blanpain",289P,"JPL K192/11",,0.6851,3.045,0.959,5.90,68.92,342.94,5.13,2458838.49,"Shantanu Naidu",2013-07-04,2024-07-15,350,9.85,JFc
1000237,"  290P/Jager",290P,"JPL 89",,0.6470,6.103,2.154,19.07,303.49,265.62,10.05,2456731.45,"Otto Matic",1998-10-24,2015-04-24,3749,180.92,JFc
1000453,"  291P/NEAT",291P,"JPL 96",,0.4305,4.55,2.591,5.96,241.04,317.42,6.51,2456641.83,"Otto Matic",2003-07-29,2024-03-02,950,176.03,JFc
1000246,"  292P/Li",292P,"JPL 57",,0.5868,6.135,2.535,24.32,91.86,247.18,9.73,2456694.87,"Otto Matic",1998-09-23,2018-04-23,498,318.85,JFc
1002442,"  293P/Spacewatch",293P,"JPL 33",,0.4197,3.639,2.112,9.06,78.44,358.82,5.17,2456667.79,"Shantanu Naidu",2006-11-15,2022-05-21,463,41.15,JFc
1002493,"  294P/LINEAR",294P,"JPL 32",,0.5986,3.194,1.282,18.54,314.34,141.45,5.11,2454634.11,"Otto Matic",2008-01-13,2020-08-15,233,234.17,JFc
1000385,"  295P/LINEAR",295P,"JPL 9",,0.6147,5.345,2.059,21.10,7.69,175.89,8.63,2452284.04,"Otto Matic",2002-01-06,2015-02-18,82,73.36,JFc
1002454,"  296P/Garradd",296P,"JPL 46",,0.4773,3.503,1.831,25.20,263.68,21.31,5.17,2456717.78,"Otto Matic",2001-06-30,2021-06-18,333,350.03,JFc
1002501,"  297P/Beshore",297P,"JPL 35",,0.3086,3.484,2.409,10.26,98.29,52.13,4.56,2454546.53,"Otto Matic",2001-03-20,2014-06-18,569,131.82,ETc
1002443,"  298P/Christensen",298P,"JPL 17",,0.4125,3.49,2.051,8.02,57.12,26.71,4.93,2454164.79,"Otto Matic",2007-02-09,2014-04-01,145,95.62,JFc
1003304,"  299P/Catalina-PANSTARRS",299P,"JPL 77",,0.2817,4.384,3.149,10.48,271.63,225.53,5.62,2460431.05,"Otto Matic",1987-01-31,2024-10-03,823,323.90,JFc
1000567,"  300P/Catalina",300P,"JPL K233/7",,0.6916,2.699,0.832,5.68,95.69,292.86,4.57,2458424.54,"Davide Farnocchia",2014-02-01,2023-04-11,148,222.87,JFc
1000334,"  301P/LINEAR-NEAT",301P,"JPL 5",,0.5874,5.687,2.346,10.62,355.78,53.44,9.03,2451940.19,"Otto Matic",2001-01-21,2014-06-26,126,189.40,JFc
1003314,"  302P/Lemmon-PANSTARRS",302P,"JPL 35",,0.2297,4.278,3.295,6.03,121.76,160.49,5.26,2457509.74,"Otto Matic",2007-08-16,2024-10-04,374,208.16,JFc
1000463,"  303P/NEAT",303P,"JPL 35",,0.5104,5.075,2.485,7.07,348.22,182.70,7.67,2456937.15,"Otto Matic",2003-10-17,2015-01-20,246,356.55,JFc
1002989,"  304P/Ory",304P,"JPL 67",,0.5742,3.244,1.381,2.76,60.68,170.93,5.11,2454759.22,"Otto Matic",2002-10-04,2021-02-18,1496,329.66,JFc
1000518,"  305P/Skiff",305P,"JPL 48",,0.6959,4.613,1.403,11.53,241.99,5.69,7.82,2456981.26,"Otto Matic",2004-10-07,2024-10-10,730,144.99,JFc
1000448,"  306P/LINEAR",306P,"JPL 32",,0.5983,3.104,1.247,8.36,341.50,96.98,4.96,2452865.46,"Otto Matic",2003-07-30,2014-12-15,343,0.77,JFc
1001675,"  307P/LINEAR",307P,"JPL 20",,0.6747,5.807,1.889,4.42,158.12,314.56,9.72,2457011.59,"Otto Matic",2000-08-24,2015-02-20,220,222.11,JFc
1000178,"  308P/Lagerkvist-Carsenty",308P,"JPL 56",,0.3622,6.675,4.257,4.84,63.14,192.95,9.09,2457156.20,"Otto Matic",1997-10-01,2016-04-02,369,333.65,JFc
1001661,"  309P/LINEAR",309P,"JPL 52",,0.6078,4.448,1.744,17.67,11.45,222.63,7.15,2457069.87,"Otto Matic",2005-08-31,2024-01-13,433,50.78,JFc
1002419,"  310P/Hill",310P,"JPL 54",,0.4261,4.161,2.388,13.19,8.96,70.71,5.93,2457131.55,"Otto Matic",2006-08-29,2024-03-18,583,31.64,JFc
1003273,"  311P/PANSTARRS",311P,"JPL 38",,0.1157,2.189,1.936,4.97,279.26,321.44,2.44,2457945.20,"Otto Matic",2005-01-17,2024-01-02,268,144.00,ETc
1003074,"  312P/NEAT",312P,"JPL 21",,0.4302,3.459,1.971,19.79,144.89,181.71,4.95,2459117.27,"Otto Matic",2001-08-18,2021-01-07,161,207.69,JFc
1003344,"  313P/Gibbs",313P,"JPL 24",,0.2416,3.155,2.392,10.97,106.50,81.53,3.92,2456898.03,"Otto Matic",2003-09-22,2020-12-14,166,253.54,ETc
1000172,"  314P/Montani",314P,"JPL 44",,0.4160,7.275,4.249,3.98,267.70,268.90,10.30,2457669.37,"Otto Matic",1997-04-09,2018-01-18,384,213.41,JFc
1000532,"  315P/LONEOS",315P,"JPL 24",,0.5163,5.023,2.430,17.91,69.60,223.74,7.62,2457729.94,"Otto Matic",2004-11-03,2018-06-14,2346,66.94,JFc
1001672,"  316P/LONEOS-Christensen",316P,"JPL 4",,0.1665,4.328,3.607,9.88,246.93,336.60,5.05,2454047.26,"Otto Matic",2005-09-11,2014-11-17,111,191.77,JFc
1003094,"  317P/WISE",317P,"JPL 17",,0.5802,2.957,1.241,11.96,275.69,203.07,4.67,2457242.99,"Otto Matic",2005-07-28,2020-02-01,93,334.74,JFc
1000153,"  318P/McNaught-Hartley",318P,"JPL 29",,0.6752,7.53,2.445,17.89,35.75,298.66,12.61,2457316.52,"Otto Matic",1994-07-05,2016-11-11,442,313.18,JFc
1002993,"  319P/Catalina-McNaught",319P,"JPL 34",,0.6650,3.573,1.197,15.07,111.37,263.69,5.95,2457205.43,"Otto Matic",2008-05-02,2016-01-04,369,203.68,JFc
1000508,"  320P/McNaught",320P,"JPL 30",,0.6824,3.103,0.985,4.89,295.96,73.92,5.22,2455248.58,"Otto Matic",2004-09-02,2015-10-10,121,0.67,JFc
1001745,"  321P/SOHO",321P,"JPL 4",,0.9807,2.427,0.047,19.74,165.27,28.99,4.81,2453347.32,"Otto Matic",1997-05-01,2012-06-30,91,172.41,JFc
1001474,"  322P/SOHO",322P,"JPL 10",,0.9787,2.516,0.054,12.59,359.52,337.76,4.98,2457269.56,"Davide Farnocchia",1999-09-04,2015-08-08,318,49.05,JFc
1002073,"  323P/SOHO",323P,"JPL K212/7",,0.9848,2.582,0.039,5.37,324.23,6.50,5.12,2459232.13,"Davide Farnocchia",2016-11-23,2021-03-26,143,353.17,JFc
1003104,"  324P/La Sagra",324P,"JPL 31",1.600,0.1538,3.094,2.618,21.42,270.65,163.57,3.57,2455370.39,"Otto Matic",2010-08-12,2021-11-10,500,58.90,ETc
1003026,"  325P/Yang-Gao",325P,"JPL 52",,0.6243,3.406,1.279,16.33,258.85,157.54,5.53,2454973.94,"Otto Matic",1951-05-28,2022-09-24,1380,347.00,JFc
1002486,"  326P/Hill",326P,"JPL 39",,0.3169,4.069,2.779,2.47,99.81,57.10,5.36,2457317.96,"Otto Matic",1990-09-24,2023-12-07,301,278.79,JFc
1000405,"  327P/Van Ness",327P,"JPL 55",,0.5628,3.563,1.558,36.25,173.97,256.44,5.57,2459825.07,"Otto Matic",2002-08-18,2023-01-20,900,185.02,JFc
1000229,"  328P/LONEOS-Tucker",328P,"JPL 25",,0.5513,4.203,1.886,17.65,341.61,306.91,6.52,2457380.63,"Otto Matic",1998-08-27,2024-10-10,583,30.64,JFc
1000477,"  329P/LINEAR-Catalina",329P,"JPL 13",,0.6801,5.189,1.660,21.47,88.79,281.69,8.72,2457361.76,"Otto Matic",2003-11-18,2016-03-31,685,342.31,JFc
1000281,"  330P/Catalina",330P,"JPL 53",,0.5493,6.59,2.970,15.55,294.34,243.01,10.21,2457632.48,"Otto Matic",1999-11-05,2017-04-02,342,186.72,JFc
1003182,"  331P/Gibbs",331P,"JPL 35",,0.0416,3.005,2.880,9.74,216.86,239.87,3.13,2457188.49,"Otto Matic",2004-08-26,2023-05-12,183,177.88,ETc
1003110,"  332P/Ikeya-Murakami",332P,"JPL 22",,0.4886,3.087,1.579,9.38,3.82,6.84,4.60,2455482.84,"Davide Farnocchia",2010-11-03,2011-01-22,385,152.43,ETc
1003435,"  333P/LINEAR",333P,"JPL 45",,0.7360,4.223,1.115,131.88,115.56,324.92,7.33,2457482.41,"Otto Matic",2007-11-04,2024-07-07,690,26.15,JFC
1000335,"  334P/NEAT",334P,"JPL 48",,0.3545,6.488,4.188,19.06,92.78,216.67,8.79,2457892.65,"Otto Matic",2001-02-24,2018-06-11,404,81.09,JFc
1003007,"  335P/Gibbs",335P,"JPL 39",,0.5435,3.588,1.638,7.28,330.89,69.42,5.54,2454853.81,"Otto Matic",2008-12-01,2023-05-27,430,162.30,JFc
1002347,"  336P/McNaught",336P,"JPL 30",,0.4529,4.813,2.633,18.56,299.24,66.43,6.99,2453965.86,"Otto Matic",1996-08-11,2017-06-23,164,313.96,JFc
1003101,"  337P/WISE",337P,"JPL 34",,0.4969,3.288,1.654,15.37,106.08,127.05,4.92,2457582.98,"Otto Matic",2010-04-13,2022-08-14,386,160.92,JFc
1002502,"  338P/McNaught",338P,"JPL 57",,0.4105,3.905,2.302,25.35,9.81,8.80,5.51,2457714.63,"Otto Matic",2008-05-10,2024-10-10,768,4.55,JFc
1003021,"  339P/Gibbs",339P,"JPL 20",,0.6398,3.676,1.324,5.75,172.78,46.28,6.03,2455008.49,"Otto Matic",2009-04-24,2016-09-26,141,27.16,JFc
1002999,"  340P/Boattini",340P,"JPL 26",,0.2809,4.237,3.047,2.08,291.83,111.53,5.43,2454523.52,"Otto Matic",2006-05-25,2016-11-24,289,36.02,JFc
1002475,"  341P/Gibbs",341P,"JPL 27",,0.4145,4.293,2.513,3.80,30.07,219.86,6.07,2457535.13,"Otto Matic",2007-09-10,2016-12-07,283,312.40,JFc
1001542,"  342P/SOHO",342P,"JPL 5",,0.9826,3.043,0.053,13.27,43.40,5.45,6.03,2457571.14,"Davide Farnocchia",2000-07-30,2016-07-02,283,58.70,JFC
1000475,"  343P/NEAT-LONEOS",343P,"JPL 36",,0.5842,5.475,2.277,5.58,257.27,267.65,8.67,2457780.72,"Otto Matic",2003-09-18,2017-01-29,324,137.58,JFc
1001667,"  344P/Read",344P,"JPL 30",,0.4220,4.887,2.825,3.48,273.29,163.50,6.95,2453746.24,"Otto Matic",1951-12-01,2017-03-10,535,140.37,JFc
1003478,"  345P/LINEAR",345P,"JPL 14",,0.2195,4.046,3.158,2.72,154.52,358.12,4.93,2457584.99,"Otto Matic",2008-09-02,2024-10-09,187,196.48,ETc
1002483,"  346P/Catalina",346P,"JPL 39",,0.5039,4.482,2.224,22.17,102.56,146.40,6.74,2454333.02,"Otto Matic",2007-10-06,2018-04-09,538,335.75,JFc
1003483,"  347P/PANSTARRS",347P,"JPL 25",,0.3848,3.609,2.220,11.75,261.05,153.93,5.00,2457642.85,"Otto Matic",2002-07-12,2023-12-04,306,98.30,JFc
1003492,"  348P/PANSTARRS",348P,"JPL 15",,0.3017,3.169,2.213,17.57,313.56,112.50,4.12,2457562.61,"Otto Matic",2009-09-18,2022-02-26,84,134.17,ETc
1003494,"  349P/Lemmon",349P,"JPL 27",2.983,0.2999,3.571,2.500,5.49,331.76,104.23,4.64,2457992.03,"Otto Matic",2010-03-14,2024-06-07,209,256.00,ETc
1003092,"  350P/McNaught",350P,"JPL 24",,0.0869,4.105,3.748,7.36,65.67,77.24,4.46,2455139.72,"Otto Matic",2005-11-01,2018-06-20,152,150.06,ETc
1003473,"  351P/Wiegert-PANSTARRS",351P,"JPL 7",,0.2951,4.428,3.121,12.79,283.50,328.19,5.74,2457343.26,"Otto Matic",1998-10-18,2016-08-30,56,352.37,JFc
1000310,"  352P/Skiff",352P,"JPL 39",,0.6177,6.598,2.523,21.06,28.14,261.31,10.67,2457925.55,"Otto Matic",2000-08-26,2018-02-05,637,309.35,JFc
1003038,"  353P/McNaught",353P,"JPL 15",,0.4694,4.164,2.209,28.42,121.60,136.97,6.12,2455005.64,"Otto Matic",2008-05-30,2018-01-04,115,230.51,JFc
1003055,"  354P/LINEAR",354P,"JPL 28",,0.1250,2.29,2.004,5.26,320.24,75.96,2.58,2456434.46,"Davide Farnocchia",2010-01-06,2017-01-28,250,132.73,ETc
1000513,"  355P/LINEAR-NEAT",355P,"JPL 37",,0.5081,3.472,1.708,11.04,51.44,358.69,5.24,2455676.10,"Otto Matic",2004-07-16,2018-03-09,962,336.40,JFc
1003063,"  356P/WISE",356P,"JPL 15",,0.3540,4.163,2.689,9.63,160.81,322.49,5.64,2458104.76,"Otto Matic",2009-11-09,2018-02-09,196,226.21,JFc
1003002,"  357P/Hill",357P,"JPL 24",,0.4355,4.45,2.512,6.33,44.68,36.33,6.39,2454824.55,"Otto Matic",2008-09-28,2019-01-04,293,1.29,JFc
1003208,"  358P/PANSTARRS",358P,"JPL 33",,0.2389,3.147,2.395,11.06,85.70,277.68,3.90,2460259.69,"Davide Farnocchia",2001-12-09,2024-01-31,252,299.77,ETc
1003529,"  359P/LONEOS",359P,"JPL 10",,0.3225,4.631,3.138,10.26,149.81,275.14,6.12,2457986.68,"Otto Matic",2007-08-21,2018-02-10,133,200.25,JFc
1003102,"  360P/WISE",360P,"JPL 19",,0.4975,3.704,1.861,24.08,2.24,287.62,5.55,2457984.03,"Otto Matic",2010-08-06,2024-10-07,155,354.16,JFc
1003533,"  361P/Spacewatch",361P,"JPL 18",,0.4379,4.946,2.780,13.88,203.28,334.05,7.11,2458302.12,"Otto Matic",2006-10-11,2020-03-21,381,219.24,JFc
1003169,"  363P/Lemmon",363P,"JPL 16",,0.5577,3.405,1.506,3.97,169.95,146.51,5.30,2455904.56,"Otto Matic",2011-11-03,2018-05-14,110,315.22,JFc
1003263,"  364P/PANSTARRS",364P,"JPL 88",,0.7226,2.878,0.799,12.15,46.22,122.02,4.96,2458293.87,"Otto Matic",2013-02-01,2023-12-06,1487,211.97,JFc
1003562,"  365P/PANSTARRS",365P,"JPL 25",,0.5733,3.186,1.359,9.84,87.44,349.81,5.01,2458160.26,"Otto Matic",2011-11-24,2018-06-02,403,66.40,JFc
1002439,"  366P/Spacewatch",366P,"JPL 21",,0.3474,3.501,2.285,8.85,70.80,268.01,4.72,2455931.95,"Otto Matic",2005-04-04,2018-04-20,74,153.58,ETc
1003282,"  367P/Catalina",367P,"JPL 17",,0.2799,3.511,2.528,8.46,58.74,20.10,4.49,2455895.34,"Otto Matic",2011-02-10,2018-04-20,129,173.48,ETc
1001662,"  368P/NEAT",368P,"JPL 28",,0.6285,5.504,2.044,15.45,258.17,185.41,8.96,2458370.53,"Otto Matic",2005-07-05,2019-02-08,784,118.81,JFc
1003054,"  369P/Hill",369P,"JPL 23",,0.5546,4.385,1.953,10.32,47.37,218.12,6.82,2458406.25,"Otto Matic",2010-01-06,2019-04-01,404,13.33,JFc
1000355,"  370P/NEAT",370P,"JPL 29",,0.6122,6.459,2.504,19.37,55.27,104.46,10.41,2452298.86,"Otto Matic",2001-08-20,2019-01-16,215,356.83,JFc
1000354,"  371P/LINEAR-Skiff",371P,"JPL 26",,0.4780,4.164,2.174,17.41,67.41,286.47,6.15,2455282.40,"Otto Matic",2001-08-19,2018-12-28,175,308.64,JFc
1002510,"  372P/McNaught",372P,"JPL 35",,0.1535,4.494,3.804,9.52,325.86,359.32,5.18,2454943.04,"Otto Matic",2008-07-28,2019-11-19,438,27.46,JFc
1003160,"  373P/Rinner",373P,"JPL 27",,0.3937,3.802,2.305,13.77,232.02,110.52,5.30,2455872.13,"Otto Matic",2011-11-28,2019-04-01,900,221.22,JFc
1002485,"  374P/Larson",374P,"JPL 22",,0.4625,4.969,2.671,10.79,8.16,112.06,7.27,2454444.25,"Otto Matic",2007-09-10,2019-02-07,286,51.42,JFc
1002323,"  375P/Hill",375P,"JPL 14",,0.6600,5.567,1.893,17.37,359.97,266.89,9.24,2458473.28,"Otto Matic",2005-12-05,2019-04-28,313,119.43,JFc
1000562,"  376P/LONEOS",376P,"JPL 33",,0.5148,5.857,2.842,1.19,315.16,129.87,8.87,2453597.56,"Otto Matic",2005-04-02,2021-09-04,478,285.48,JFc
1000444,"  377P/Scotti",377P,"JPL 20",,0.2515,6.728,5.036,9.02,226.03,235.87,8.42,2459040.58,"Otto Matic",2002-04-05,2022-07-04,192,354.47,JFc
1002315,"  378P/McNaught",378P,"JPL 83",,0.4681,6.355,3.380,19.11,94.51,343.21,9.33,2459144.34,"Otto Matic",2003-05-30,2024-10-01,780,194.22,JFc
1002337,"  379P/Spacewatch",379P,"JPL 15",,0.3365,3.529,2.342,12.38,184.06,344.17,4.72,2456275.01,"Otto Matic",2006-03-26,2019-07-31,98,31.07,JFc
1003617,"  380P/PANSTARRS",380P,"JPL 15",,0.3264,4.528,3.050,8.23,133.11,336.99,6.01,2458641.45,"Otto Matic",2009-02-26,2019-07-03,266,90.06,JFc
1000314,"  381P/LINEAR-Spacewatch",381P,"JPL 20",,0.6795,7.123,2.283,28.46,174.11,280.01,11.96,2458756.24,"Otto Matic",2000-09-01,2019-10-24,175,172.54,JFc
1002473,"  382P/Larson",382P,"JPL 56",,0.2762,6.052,4.380,7.87,181.67,181.10,7.72,2459768.92,"Otto Matic",2007-09-04,2022-12-14,529,175.51,JFc
1002415,"  383P/Christensen",383P,"JPL 20",,0.6114,3.497,1.359,11.87,213.64,73.66,5.64,2453977.74,"Otto Matic",2006-08-23,2019-11-15,349,128.06,JFc
1003346,"  384P/Kowalski",384P,"JPL 29",,0.6155,2.906,1.117,7.28,354.35,285.33,4.69,2458767.81,"Otto Matic",2014-10-18,2024-10-08,672,37.44,JFc
1003109,"  385P/Hill",385P,"JPL 28",,0.4023,4.275,2.555,16.86,357.16,82.92,5.99,2455509.92,"Otto Matic",2010-10-01,2020-01-13,353,44.33,JFc
1003154,"  386P/PANSTARRS",386P,"JPL 18",,0.4178,4.052,2.359,15.24,134.98,144.49,5.74,2456099.67,"Otto Matic",2004-02-14,2021-05-12,118,353.35,JFc
1003006,"  387P/Boattini",387P,"JPL 22",,0.7360,4.799,1.267,8.90,259.36,208.93,8.33,2458731.87,"Otto Matic",2008-12-22,2020-01-29,347,162.78,JFc
1002481,"  388P/Gibbs",388P,"JPL 19",,0.6189,5.239,1.997,23.88,37.16,209.16,8.48,2458686.87,"Otto Matic",2007-10-12,2020-04-19,133,42.47,JFc
1002413,"  389P/Siding Spring",389P,"JPL 17",,0.7047,5.62,1.660,160.07,218.81,193.76,9.58,2458851.35,"Otto Matic",2006-09-01,2019-11-15,103,249.49,JFC
1002429,"  390P/Gibbs",390P,"JPL 31",,0.7058,5.81,1.709,18.52,152.72,257.25,9.91,2458932.46,"Otto Matic",2006-11-16,2021-03-06,339,231.74,JFc
1002328,"  391P/Kowalski",391P,"JPL 30",,0.1198,4.68,4.119,21.27,124.76,19.28,5.24,2454516.47,"Otto Matic",2005-05-10,2021-01-05,260,186.88,JFc
1000529,"  392P/LINEAR",392P,"JPL 29",,0.6825,6.156,1.954,4.94,25.11,59.60,10.36,2453380.93,"Otto Matic",1989-11-22,2020-04-17,387,72.00,JFc
1003044,"  393P/Spacewatch-Hill",393P,"JPL 23",,0.1196,4.774,4.202,16.81,36.41,88.32,5.34,2454977.90,"Otto Matic",2009-09-17,2020-12-11,140,328.59,JFc
1003668,"  394P/PANSTARRS",394P,"JPL 5",,0.3691,4.339,2.737,8.53,98.14,271.86,5.94,2458817.66,"Otto Matic",2002-04-01,2020-04-19,92,54.50,JFc
1001650,"  395P/Catalina-NEAT",395P,"JPL 90",,0.3823,6.581,4.065,3.28,223.54,5.87,9.10,2459579.03,"Otto Matic",2005-08-05,2023-10-18,798,89.98,JFc
1003664,"  396P/Leonard",396P,"JPL 14",,0.4178,6.842,3.983,5.43,136.66,333.72,9.70,2458724.64,"Otto Matic",2002-03-09,2020-04-21,115,8.68,JFc
1003207,"  397P/Lemmon",397P,"JPL 14",,0.3999,3.862,2.318,11.03,9.01,224.44,5.41,2459020.58,"Otto Matic",2004-12-02,2021-02-17,470,12.39,JFc
1003034,"  398P/Boattini",398P,"JPL K202/1",,0.5826,3.128,1.306,11.02,127.46,358.26,4.95,2459210.24,"Shantanu Naidu",2020-07-18,2021-05-09,1589,320.23,JFc
1003266,"  399P/PANSTARRS",399P,"JPL 52",,0.4420,3.811,2.127,13.35,207.56,189.73,5.50,2459360.98,"Otto Matic",1998-11-16,2022-03-07,407,213.32,JFc
1003718,"  400P/PANSTARRS",400P,"JPL 14",,0.4090,3.56,2.104,10.93,176.41,308.81,5.02,2459255.44,"Otto Matic",2013-08-15,2022-02-24,414,238.71,JFc
1002389,"  401P/McNaught",401P,"JPL 37",,0.5820,5.693,2.380,12.87,0.10,62.79,9.01,2453863.20,"Otto Matic",2006-04-29,2020-11-11,268,310.24,JFc
1000415,"  402P/LINEAR",402P,"JPL 119",,0.4388,6.979,3.916,30.89,123.13,188.24,10.04,2459558.30,"Otto Matic",2001-11-22,2024-06-10,2125,326.98,JFc
1002494,"  403P/CATALINA",403P,"JPL 20",,0.5037,5.408,2.684,12.32,163.85,200.04,8.13,2459107.86,"Otto Matic",2007-11-03,2021-04-07,215,277.85,JFc
1003155,"  404P/Bressi",404P,"JPL 88",,0.1371,4.829,4.167,9.74,261.91,282.91,5.49,2460206.49,"Otto Matic",2011-10-24,2024-10-04,533,161.86,JFc
1003292,"  405P/Lemmon",405P,"JPL 56",,0.6891,3.607,1.121,9.37,3.31,199.34,6.09,2459208.09,"Otto Matic",2013-10-04,2021-05-10,1017,112.29,JFc
1002474,"  406P/Gibbs",406P,"JPL 21",,0.5740,3.44,1.465,1.43,8.81,96.73,5.41,2454339.32,"Otto Matic",2007-09-10,2020-10-20,193,353.07,JFc
1003257,"  407P/PANSTARRS-Fuls",407P,"JPL 19",,0.3850,3.455,2.125,4.90,80.84,344.37,4.78,2458880.32,"Otto Matic",2013-05-05,2020-06-12,734,92.34,ETc
1003148,"  408P/Novichonok-Gerke",408P,"JPL 121",,0.2712,4.784,3.487,19.23,189.82,272.87,6.08,2459850.57,"Otto Matic",2011-09-07,2024-05-18,1727,224.75,JFc
1002317,"  409P/LONEOS-Hill",409P,"JPL 41",,0.7107,6.053,1.751,17.14,143.78,200.92,10.36,2459240.21,"Otto Matic",2005-12-04,2021-07-05,1705,15.04,JFc
1003747,"  410P/NEAT-LINEAR",410P,"JPL 22",,0.5100,6.627,3.247,9.39,139.98,345.92,10.01,2459389.17,"Otto Matic",2005-03-08,2022-04-29,272,313.11,JFc
1002438,"  411P/Christensen",411P,"JPL 19",,0.5820,5.807,2.428,12.39,77.82,171.99,9.19,2454123.39,"Otto Matic",2007-01-17,2021-04-01,223,46.67,JFc
1003060,"  412P/WISE",412P,"JPL 14",,0.4809,3.107,1.613,8.94,0.86,254.16,4.60,2457187.50,"Otto Matic",2010-01-22,2021-03-03,74,155.96,ETc
1003305,"  413P/Larson",413P,"JPL 40",,0.4238,3.714,2.140,15.98,39.06,180.95,5.29,2459414.77,"Otto Matic",2014-01-06,2021-07-05,799,185.90,JFc
1003467,"  414P/STEREO",414P,"JPL 11",,0.8117,2.795,0.526,23.38,257.79,357.81,5.06,2459239.89,"Shantanu Naidu",2016-05-11,2021-03-25,240,210.74,JFc
1003258,"  415P/Tenagra",415P,"JPL 26",,0.1952,4.115,3.312,31.79,160.33,261.39,4.92,2459261.66,"Otto Matic",2013-02-16,2022-04-24,199,346.45,JFc
1003229,"  416P/Scotti",416P,"JPL 21",,0.4557,4.005,2.180,3.37,355.80,123.50,5.83,2456331.04,"Otto Matic",2013-01-06,2021-03-10,136,134.67,JFc
1003390,"  417P/NEOWISE",417P,"JPL 21",,0.5546,3.35,1.492,8.13,111.36,228.87,5.21,2459326.41,"Otto Matic",2015-05-15,2021-08-13,277,129.40,JFc
1003058,"  418P/LINEAR",418P,"JPL 51",,0.6637,5.102,1.716,5.78,277.86,56.18,8.49,2455305.59,"Otto Matic",2010-01-14,2022-09-24,775,306.89,JFc
1003379,"  419P/PANSTARRS",419P,"JPL 36",,0.2785,3.524,2.542,2.80,40.43,121.97,4.50,2457097.01,"Otto Matic",2015-01-24,2022-09-22,297,187.26,ETc
1003033,"  420P/Hill",420P,"JPL 33",,0.4943,5.513,2.788,14.46,174.03,141.51,8.24,2455011.86,"Otto Matic",2009-08-16,2024-01-31,223,157.61,JFc
1003047,"  421P/McNaught",421P,"JPL 19",,0.6754,5.08,1.649,10.09,55.68,36.66,8.51,2455083.52,"Otto Matic",2009-10-11,2021-10-31,96,259.90,JFc
1002418,"  422P/Christensen",422P,"JPL 33",,0.5061,6.262,3.093,39.59,36.09,173.56,9.43,2453883.42,"Otto Matic",2006-09-22,2022-11-29,281,305.99,JFc
1003018,"  423P/Lemmon",423P,"JPL 17",,0.1201,6.158,5.419,8.35,33.35,322.39,6.90,2459481.51,"Otto Matic",2008-02-08,2023-03-27,96,80.71,JFc
1003204,"  424P/La Sagra",424P,"JPL 27",,0.6928,4.401,1.352,8.64,51.62,144.60,7.45,2456156.08,"Otto Matic",2012-09-23,2022-02-04,614,312.45,JFc
1002312,"  425P/Kowalski",425P,"JPL 34",,0.5424,6.34,2.901,16.43,210.34,266.29,9.78,2459478.51,"Otto Matic",2005-09-30,2023-01-25,427,200.22,JFc
1003609,"  426P/PANSTARRS",426P,"JPL 15",,0.1608,3.187,2.674,17.77,280.52,113.21,3.70,2458126.03,"Otto Matic",2017-10-01,2023-12-13,123,119.40,ETc
1003534,"  427P/ATLAS",427P,"JPL 14",,0.3130,3.171,2.178,11.85,252.39,20.59,4.16,2457962.52,"Otto Matic",2017-07-22,2021-06-13,434,99.94,ETc
1003363,"  428P/Gibbs",428P,"JPL 24",,0.5190,3.483,1.676,8.51,299.32,149.70,5.29,2456976.07,"Otto Matic",2014-06-21,2021-12-14,130,36.94,JFc
1002994,"  429P/LINEAR-Hill",429P,"JPL 44",,0.5067,3.493,1.723,7.75,325.15,89.11,5.26,2454773.36,"Otto Matic",2008-08-25,2022-03-02,587,72.07,JFc
1003118,"  430P/Scotti",430P,"JPL 33",,0.4997,3.107,1.554,4.47,54.69,224.18,4.66,2457554.09,"Otto Matic",2011-01-11,2021-12-13,314,94.57,ETc
1003404,"  431P/Scotti",431P,"JPL 34",,0.4879,3.442,1.763,22.67,203.27,108.12,5.12,2457274.83,"Otto Matic",2002-11-16,2022-03-01,518,199.44,JFc
1003797,"  432P/PANSTARRS",432P,"JPL 7",,0.2425,3.037,2.300,10.07,239.21,314.18,3.77,2459457.53,"Otto Matic",2016-10-25,2021-11-07,68,105.38,ETc
1003215,"  434P/Tenagra",434P,"JPL 30",,0.2717,4.149,3.022,6.32,289.00,229.88,5.28,2459511.22,"Otto Matic",2012-10-06,2022-03-26,188,126.93,JFc
1003819,"  435P/PANSTARRS",435P,"JPL 4",,0.3186,3.018,2.056,18.89,98.56,168.32,3.98,2457509.16,"Otto Matic",2002-01-09,2021-11-01,88,244.37,ETc
1002476,"  436P/Garradd",436P,"JPL 19",,0.6718,5.862,1.924,20.21,87.40,89.67,9.80,2454371.26,"Otto Matic",2007-08-12,2022-01-05,113,283.07,JFc
