"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class","moid"
20513472,"513472 (2009 CS5)",513472,"JPL 30",,0.6570,1.474,0.506,30.11,320.45,202.87,2.44,2460885.93,"Otto Matic",2009-02-14,2018-02-08,79,316.70,APO,0.251
20513489,"513489 (2009 EV)",513489,"JPL 28",,0.5235,1.728,0.824,17.00,138.55,25.45,2.63,2460541.83,"Otto Matic",2008-08-03,2018-03-15,127,250.28,APO,0.0312
20513529,"513529 (2010 CR1)",513529,"JPL 40",,0.7335,1.371,0.366,25.75,312.97,93.45,2.38,2460448.21,"Otto Matic",2002-02-11,2023-05-10,106,70.72,APO,0.0662
20514150,"514150 (2015 KJ57)",514150,"JPL 52",,0.4039,1.559,0.929,2.63,14.40,239.72,2.19,2460838.05,"Otto Matic",2015-05-18,2018-02-05,164,336.45,APO,0.0123
20514568,"514568 (1994 RC)",514568,"JPL 26",,0.6036,2.264,0.897,4.76,344.25,313.52,3.63,2460761.12,"Otto Matic",1994-04-07,2018-11-06,132,286.54,APO,0.0381
20514596,"514596 (2003 FG)",514596,"JPL 64",,0.7150,1.241,0.354,15.66,6.98,166.36,2.13,2460367.02,"Otto Matic",2001-01-26,2023-01-08,609,312.92,APO,0.0438
20514597,"514597 (2003 MD7)",514597,"JPL 35",,0.5945,1.467,0.595,5.79,200.46,312.41,2.34,2460686.32,"Otto Matic",2003-06-29,2019-07-13,143,185.33,APO,0.0981
20514914,"514914 (2008 TN26)",514914,"JPL 26",,0.6338,1.824,0.668,9.42,253.57,212.43,2.98,2460969.32,"Otto Matic",2008-10-09,2023-02-19,68,22.40,APO,0.137
20515010,"515010 (2009 SK2)",515010,"JPL 35",,0.4719,1.719,0.908,38.23,23.92,295.86,2.53,2460747.18,"Otto Matic",2009-09-18,2020-03-07,112,257.11,APO,0.168
20515049,"515049 (2010 FL)",515049,"JPL 43",0.351,0.6555,1.919,0.661,11.40,66.61,144.12,3.18,2460211.74,"Otto Matic",2002-10-30,2018-11-09,182,214.09,APO,0.14
20515639,"515639 (2014 MK27)",515639,"JPL 24",,0.3392,1.039,0.687,8.48,69.53,159.15,1.39,2460429.44,"Otto Matic",2014-06-27,2018-05-13,74,349.46,APO,0.133
20515767,"515767 (2015 JA2)",515767,"JPL 49",,0.3491,1.034,0.673,16.42,126.60,233.79,1.39,2460735.11,"Otto Matic",2015-05-13,2020-02-14,169,246.26,APO,0.0432
20516154,"516154 (2016 CL32)",516154,"JPL 71",,0.4601,1.543,0.833,12.21,123.49,214.31,2.25,2460883.91,"Otto Matic",2003-04-28,2024-05-07,294,292.95,APO,0.0249
20516155,"516155 (2016 DP)",516155,"JPL 93",,0.4771,1.023,0.535,13.33,54.36,32.94,1.51,2460565.94,"Otto Matic",2016-02-18,2024-01-02,401,254.01,APO,0.0318
20516454,"516454 (2005 FN4)",516454,"JPL 45",,0.7640,2.662,0.628,29.33,190.45,160.01,4.70,2459895.35,"Otto Matic",2005-03-31,2018-11-20,204,105.69,APO,0.0508
20516734,"516734 (2009 FG1)",516734,"JPL 42",,0.2721,1.194,0.869,69.82,5.03,129.55,1.52,2460429.06,"Otto Matic",2009-03-17,2022-04-30,125,11.67,APO,0.129
20516803,"516803 (2010 JG88)",516803,"JPL 52",0.463,0.3844,1.374,0.846,30.61,213.35,299.78,1.90,2460698.88,"Otto Matic",2010-05-14,2018-11-19,226,106.06,APO,0.0529
20516984,"516984 (2012 PN28)",516984,"JPL 53",1.824,0.5316,1.78,0.834,24.48,319.04,270.11,2.73,2460817.12,"Otto Matic",2010-07-07,2024-09-28,177,174.91,APO,0.15
20517046,"517046 (2013 AA53)",517046,"JPL 28",,0.6672,1.283,0.427,27.87,98.35,132.98,2.14,2460404.54,"Otto Matic",2002-02-13,2022-01-04,82,195.94,APO,0.348
20517103,"517103 (2013 EM20)",517103,"JPL 63",,0.3179,1.371,0.935,8.36,73.88,157.18,1.81,2460344.41,"Otto Matic",1997-04-07,2021-05-06,2399,350.16,APO,0.0424
20517681,"517681 (2015 DE198)",517681,"JPL 136",,0.5832,2.063,0.860,12.26,33.23,50.47,3.27,2460448.78,"Otto Matic",1953-03-08,2024-10-07,712,218.11,APO,0.042
20517829,"517829 (2015 RL82)",517829,"JPL 66",,0.6144,2.134,0.823,8.53,81.02,16.48,3.45,2460548.35,"Otto Matic",2015-02-26,2024-05-08,264,167.52,APO,0.105
20518440,"518440 (2004 CL1)",518440,"JPL 22",,0.5349,1.979,0.920,15.17,3.17,138.72,3.04,2460208.81,"Otto Matic",2004-02-11,2018-05-19,106,187.60,APO,0.0693
20518507,"518507 (2006 EE1)",518507,"JPL 67",0.794,0.2764,1.203,0.870,36.40,154.21,93.57,1.54,2460475.30,"Otto Matic",2006-03-05,2022-03-27,270,278.02,APO,0.0747
20518638,"518638 (2008 JP14)",518638,"JPL 69",,0.6187,1.854,0.707,10.71,129.02,150.81,3.00,2460214.22,"Otto Matic",2008-05-01,2024-01-13,295,206.45,APO,0.141
20518640,"518640 (2008 KZ5)",518640,"JPL 136",,0.4545,1.844,1.006,8.36,142.55,160.69,2.68,2460192.37,"Otto Matic",2008-05-29,2024-01-07,1234,194.42,APO,0.00313
20518678,"518678 (2008 UZ94)",518678,"JPL 94",,0.5725,2.191,0.937,30.25,248.22,322.94,3.45,2460722.47,"Otto Matic",2008-10-28,2023-05-09,384,159.72,APO,0.0264
20518735,"518735 (2009 JL1)",518735,"JPL 53",,0.1706,1.18,0.979,11.51,69.51,263.53,1.38,2460725.96,"Otto Matic",2009-04-17,2023-04-22,210,289.60,APO,0.0762
20518737,"518737 (2009 OO9)",518737,"JPL 56",,0.8120,1.624,0.305,13.60,134.94,102.92,2.94,2460384.36,"Otto Matic",2009-07-30,2024-06-05,179,322.21,APO,0.0741
20518810,"518810 (2010 CF19)",518810,"JPL 46",0.083,0.2700,1.193,0.871,7.18,154.71,142.87,1.52,2460411.58,"Otto Matic",2010-02-14,2018-05-23,180,265.31,APO,0.0325
20518847,"518847 (2010 DM)",518847,"JPL 40",,0.8399,2.081,0.333,5.00,140.75,8.79,3.83,2460573.75,"Otto Matic",2000-05-03,2024-05-27,106,221.04,APO,0.0325
20519354,"519354 (2011 KR12)",519354,"JPL 59",,0.3804,1.008,0.624,7.42,20.27,354.70,1.39,2460605.94,"Otto Matic",2010-06-13,2024-04-07,209,1.53,APO,0.119
20519824,"519824 (2013 JY35)",519824,"JPL 27",,0.6689,1.386,0.459,30.63,226.59,50.83,2.31,2460516.35,"Otto Matic",2013-05-13,2023-05-22,148,222.83,APO,0.209
20520808,"520808 (2014 TF64)",520808,"JPL 52",0.704,0.4179,1.613,0.939,52.68,217.97,348.53,2.29,2460624.35,"Otto Matic",2010-03-21,2020-05-23,236,114.25,APO,0.132
20523585,"523585 (1998 MW5)",523585,"JPL 81",,0.3629,1.023,0.652,6.29,80.12,296.10,1.39,2460667.63,"Otto Matic",1998-06-24,2024-09-24,494,26.89,APO,0.0762
20523589,"523589 (2001 HA4)",523589,"JPL 66",1.851,0.7934,2.69,0.556,17.18,354.01,134.96,4.82,2459996.31,"Otto Matic",2001-04-16,2023-05-24,243,95.66,APO,0.025
20523590,"523590 (2001 QC96)",523590,"JPL 50",,0.3796,1.335,0.828,20.59,142.94,306.62,1.84,2460684.09,"Otto Matic",2001-07-27,2022-03-25,603,277.47,APO,0.0727
20523598,"523598 (2003 ED50)",523598,"JPL 31",,0.5470,1.416,0.642,33.72,173.48,258.77,2.19,2460773.62,"Otto Matic",2003-03-11,2023-10-02,158,94.01,APO,0.0273
20523600,"523600 (2003 RC2)",523600,"JPL 48",,0.3712,1.525,0.959,42.32,165.63,29.53,2.09,2460544.08,"Otto Matic",2003-09-02,2021-04-13,178,273.14,APO,0.258
20523603,"523603 (2004 QJ7)",523603,"JPL 150",,0.3301,1.444,0.967,14.51,25.53,136.66,1.92,2460359.97,"Otto Matic",2004-08-23,2024-01-13,816,63.58,APO,0.0915
20523606,"523606 (2005 CJ)",523606,"JPL 55",,0.5256,1.75,0.830,1.08,357.82,203.33,2.67,2460968.36,"Otto Matic",2004-08-19,2019-04-02,360,81.99,APO,0.00732
20523609,"523609 (2005 PJ2)",523609,"JPL 40",,0.6594,1.198,0.408,17.42,326.43,169.53,1.99,2460374.91,"Otto Matic",2005-07-27,2022-08-18,194,128.89,APO,0.0445
20523614,"523614 (2006 TH7)",523614,"JPL 35",,0.8379,2.506,0.406,18.94,161.37,159.52,4.61,2459958.57,"Otto Matic",2006-09-21,2022-10-14,115,338.28,APO,0.252
20523616,"523616 (2007 LC15)",523616,"JPL 34",,0.7384,1.313,0.344,28.38,107.06,214.44,2.28,2460822.77,"Otto Matic",2007-06-11,2024-07-02,99,341.19,APO,0.288
20523619,"523619 (2007 RX19)",523619,"JPL 76",,0.5329,1.956,0.913,40.47,349.44,46.86,3.00,2460470.45,"Otto Matic",2007-09-14,2019-04-09,549,97.08,APO,0.251
20523623,"523623 (2008 CB22)",523623,"JPL 38",,0.6533,2.365,0.820,7.27,51.17,227.64,3.91,2461089.00,"Otto Matic",2008-02-08,2019-04-24,163,33.42,APO,0.0464
20523625,"523625 (2008 DG17)",523625,"JPL 45",,0.4503,1.837,1.010,41.10,324.36,233.94,2.66,2460918.88,"Otto Matic",2008-02-29,2023-02-20,295,215.08,APO,0.0805
20523630,"523630 (2009 OG)",523630,"JPL 65",,0.8586,2.706,0.383,48.39,309.33,137.74,5.03,2459978.51,"Otto Matic",2009-07-17,2023-04-08,309,114.20,APO,0.0432
20523631,"523631 (2009 SX1)",523631,"JPL 113",0.564,0.4471,1.722,0.952,8.29,335.01,208.41,2.49,2460948.12,"Otto Matic",2002-08-11,2020-08-23,882,115.39,APO,0.0736
20523636,"523636 (2010 EX119)",523636,"JPL 34",0.550,0.5946,1.905,0.772,15.55,211.82,174.41,3.04,2460135.31,"Otto Matic",2010-03-13,2023-11-07,105,22.34,APO,0.157
20523637,"523637 (2010 LT108)",523637,"JPL 32",0.602,0.3708,1.349,0.849,31.87,161.12,105.28,1.85,2460433.07,"Otto Matic",2010-06-13,2024-06-04,99,9.50,APO,0.136
20523638,"523638 (2010 MQ1)",523638,"JPL 18",,0.5080,1.938,0.953,37.34,284.41,137.75,2.92,2460223.46,"Otto Matic",2010-02-19,2018-08-05,49,285.56,APO,0.2
20523641,"523641 (2010 RO82)",523641,"JPL 150",,0.6076,2.511,0.985,18.09,21.19,158.02,4.04,2459962.58,"Otto Matic",2010-09-10,2023-05-24,655,66.52,APO,0.167
20523650,"523650 (2011 GQ61)",523650,"JPL 32",,0.4121,1.59,0.935,65.16,333.51,279.23,2.25,2460764.82,"Otto Matic",2011-04-04,2024-09-07,94,155.09,APO,0.0266
20523654,"523654 (2011 SR5)",523654,"JPL 26",,0.7057,1.178,0.347,29.13,180.10,36.93,2.01,2460552.58,"Otto Matic",2011-09-19,2020-09-06,228,305.55,APO,0.000164
20523656,"523656 (2011 WO4)",523656,"JPL 30",,0.4977,1.738,0.873,60.94,225.18,206.67,2.60,2460956.82,"Otto Matic",2011-11-17,2019-05-11,115,235.99,APO,0.0299
20523662,"523662 (2012 MU2)",523662,"JPL 60",,0.5138,2.055,0.999,11.22,250.30,64.04,3.11,2460409.06,"Otto Matic",2012-06-18,2018-09-12,216,16.60,APO,0.00102
20523685,"523685 (2014 DN112)",523685,"JPL 43",,0.4939,1.848,0.935,4.30,260.18,143.77,2.76,2460233.93,"Otto Matic",2014-02-28,2024-03-13,168,145.91,APO,0.00279
20523728,"523728 (2014 ON344)",523728,"JPL 25",,0.3418,1.004,0.661,25.69,127.06,289.04,1.35,2460672.89,"Otto Matic",2014-07-28,2023-07-14,71,335.89,APO,0.229
20523732,"523732 (2014 PG51)",523732,"JPL 47",,0.4528,1.206,0.660,3.79,275.74,311.74,1.75,2460665.33,"Otto Matic",2010-09-15,2022-10-18,205,294.16,APO,0.0231
20523747,"523747 (2014 US192)",523747,"JPL 39",0.873,0.7584,2.205,0.533,14.65,175.01,350.93,3.88,2460630.63,"Otto Matic",2004-09-24,2018-07-27,223,340.62,APO,0.231
20523775,"523775 (2014 YB35)",523775,"JPL 82",0.279,0.4833,1.877,0.970,12.64,3.72,256.67,2.78,2460870.08,"Otto Matic",2014-12-27,2023-08-19,745,188.64,APO,0.0208
20523788,"523788 (2015 FP118)",523788,"JPL 104",,0.5497,2.121,0.955,2.68,201.34,1.51,3.29,2460595.77,"Otto Matic",2015-03-21,2024-04-09,737,108.16,APO,0.03
20523792,"523792 (2015 MR101)",523792,"JPL 29",,0.5223,1.336,0.638,32.14,274.91,226.28,2.03,2460809.92,"Otto Matic",2015-06-17,2024-05-09,76,188.89,APO,0.341
20523796,"523796 (2016 LE51)",523796,"JPL 18",,0.6614,1.096,0.371,30.94,91.86,285.12,1.82,2460687.63,"Otto Matic",2016-06-11,2024-06-13,62,342.84,APO,0.296
20523804,"523804 (2000 YF29)",523804,"JPL 99",,0.3713,1.492,0.938,6.30,124.74,355.90,2.05,2460608.07,"Otto Matic",2000-11-25,2021-07-05,492,28.10,APO,0.00855
20523807,"523807 (2003 LG)",523807,"JPL 33",,0.7352,1.912,0.506,11.89,124.45,51.16,3.32,2460463.25,"Otto Matic",2003-06-02,2019-06-03,207,18.87,APO,0.182
20523809,"523809 (2007 TV18)",523809,"JPL 34",,0.3482,1.238,0.807,0.93,353.22,183.54,1.67,2460847.26,"Otto Matic",2007-10-09,2018-10-15,107,289.38,APO,0.00152
20523810,"523810 (2008 RG98)",523810,"JPL 92",,0.7677,2.191,0.509,10.73,340.04,297.72,3.87,2460805.39,"Otto Matic",2004-09-15,2024-10-09,380,168.52,APO,0.176
20523813,"523813 (2008 VB1)",523813,"JPL 47",,0.2751,1.278,0.926,10.32,50.35,264.03,1.63,2460741.19,"Otto Matic",2005-09-26,2022-06-27,144,136.98,APO,0.0191
20523814,"523814 (2008 WN2)",523814,"JPL 64",,0.3118,1.418,0.976,3.75,227.09,95.98,1.86,2460436.08,"Otto Matic",2008-10-24,2023-09-18,264,283.40,APO,0.0493
20523816,"523816 (2009 ST103)",523816,"JPL 43",0.851,0.7184,2.701,0.760,15.74,226.45,126.30,4.64,2460031.80,"Otto Matic",2000-09-27,2022-10-19,153,234.66,APO,0.0371
20523820,"523820 (2011 GN44)",523820,"JPL 34",,0.5976,2.245,0.903,55.01,16.93,307.31,3.59,2460780.32,"Otto Matic",2011-04-03,2021-05-09,140,319.39,APO,0.00541
20523822,"523822 (2012 DG61)",523822,"JPL 64",,0.7369,3.257,0.857,15.31,69.97,31.83,5.66,2460410.69,"Otto Matic",2012-02-28,2024-10-09,282,186.15,APO,0.142
20523828,"523828 (1992 BC)",523828,"JPL 59",,0.3523,1.422,0.921,14.34,123.30,72.64,1.92,2460475.60,"Otto Matic",1992-01-24,2023-12-08,196,77.31,APO,0.105
20523915,"523915 (1997 VM4)",523915,"JPL 46",,0.8164,2.608,0.479,14.46,44.52,102.83,4.74,2460161.08,"Otto Matic",1997-11-06,2019-06-27,256,125.96,APO,0.113
20523934,"523934 (1998 FF14)",523934,"JPL 38",,0.3123,1.253,0.862,38.69,359.83,251.74,1.64,2460754.62,"Otto Matic",1998-03-20,2019-10-17,127,301.12,APO,0.0276
20523941,"523941 (1998 HK49)",523941,"JPL 51",,0.3315,1.382,0.924,7.62,57.21,152.04,1.84,2460349.90,"Otto Matic",1998-04-29,2024-06-06,190,81.58,APO,0.0759
20523971,"523971 (1999 AJ39)",523971,"JPL 30",,0.2770,1.158,0.837,10.09,298.48,57.18,1.48,2460528.19,"Otto Matic",1999-01-15,2024-03-02,78,1.66,APO,0.162
20523972,"523972 (1999 CW8)",523972,"JPL 47",,0.5984,2.237,0.899,33.61,316.85,223.37,3.58,2461064.38,"Otto Matic",1999-02-12,2019-09-01,212,262.21,APO,0.236
20524268,"524268 (2001 TO48)",524268,"JPL 39",,0.5411,1.873,0.860,6.84,140.41,19.16,2.89,2460550.67,"Otto Matic",2001-10-15,2024-04-03,137,151.83,APO,0.0501
20524392,"524392 (2002 AU5)",524392,"JPL 72",,0.7542,2.02,0.497,9.18,354.71,358.17,3.54,2460605.83,"Otto Matic",2001-06-16,2024-06-06,344,21.66,APO,0.136
20524459,"524459 (2002 GA)",524459,"JPL 55",,0.5169,2.004,0.968,12.66,47.42,349.49,3.04,2460630.74,"Otto Matic",2002-04-01,2019-06-03,201,112.73,APO,0.113
20524475,"524475 (2002 KJ4)",524475,"JPL 33",,0.5570,2.271,1.006,27.92,75.52,207.24,3.54,2461130.85,"Otto Matic",2002-05-22,2019-08-21,118,155.48,APO,0.0251
20524530,"524530 (2002 XC91)",524530,"JPL 49",,0.5898,1.477,0.606,10.79,102.38,130.01,2.35,2460363.75,"Otto Matic",2002-12-13,2021-01-17,213,225.68,APO,0.122
20524594,"524594 (2003 NW1)",524594,"JPL 78",,0.6432,2.424,0.865,6.16,265.02,207.85,3.98,2461183.14,"Otto Matic",2003-07-03,2023-03-18,383,118.89,APO,0.0256
20524603,"524603 (2003 QA31)",524603,"JPL 59",,0.5473,1.737,0.786,8.34,169.28,116.24,2.69,2460330.56,"Otto Matic",2003-02-19,2019-10-24,239,90.61,APO,0.0509
20525229,"525229 (2004 UU1)",525229,"JPL 42",,0.2732,1.226,0.891,29.97,217.76,295.27,1.56,2460689.65,"Otto Matic",2004-10-23,2023-11-15,227,113.63,APO,0.0269
20525231,"525231 (2004 VB)",525231,"JPL 67",,0.4090,1.459,0.862,10.86,52.35,77.99,2.06,2460461.09,"Otto Matic",2004-11-01,2019-04-30,455,71.61,APO,0.0437
20525356,"525356 (2005 BG14)",525356,"JPL 59",,0.7275,1.993,0.543,21.68,94.91,24.82,3.44,2460529.65,"Otto Matic",2005-01-20,2024-06-16,213,281.04,APO,0.0301
20525364,"525364 (2005 CL7)",525364,"JPL 59",,0.1005,1.049,0.944,31.28,136.58,280.06,1.15,2460687.63,"Otto Matic",2005-02-03,2020-03-24,279,201.45,APO,0.0637
20525477,"525477 (2005 FC3)",525477,"JPL 80",,0.5897,1.973,0.809,9.86,157.90,347.13,3.14,2460636.70,"Otto Matic",2005-02-04,2019-10-05,432,88.42,APO,0.0766
20525484,"525484 (2005 GL)",525484,"JPL 32",,0.3063,1.056,0.733,15.90,43.61,278.68,1.38,2460690.06,"Otto Matic",2005-04-01,2020-12-05,145,265.35,APO,0.00624
20526670,"526670 (2006 UL217)",526670,"JPL 49",,0.3486,1.43,0.932,9.92,45.18,201.09,1.93,2460876.26,"Otto Matic",2006-10-31,2023-06-08,239,310.12,APO,0.0213
20526825,"526825 (2007 CK26)",526825,"JPL 74",,0.4638,1.796,0.963,32.40,147.29,76.63,2.63,2460413.37,"Otto Matic",1995-08-29,2024-09-29,381,97.53,APO,0.239
20526878,"526878 (2007 FE)",526878,"JPL 42",,0.4570,1.794,0.974,7.00,122.62,90.40,2.61,2460380.15,"Otto Matic",2002-02-04,2024-10-03,148,135.21,APO,0.0269
20526898,"526898 (2007 HR)",526898,"JPL 31",,0.7416,1.067,0.276,11.97,32.71,71.33,1.86,2460520.75,"Otto Matic",2007-04-16,2019-04-24,120,13.11,APO,0.111
20527715,"527715 (2007 YQ56)",527715,"JPL 60",,0.2881,1.141,0.812,26.45,276.00,213.19,1.47,2460782.04,"Otto Matic",2007-12-31,2019-06-02,222,273.09,APO,0.0127
20527841,"527841 (2008 CR1)",527841,"JPL 28",,0.4621,1.15,0.618,45.77,315.50,79.93,1.68,2460500.55,"Otto Matic",2008-02-03,2024-02-11,104,339.70,APO,0.378
20528284,"528284 (2008 SW11)",528284,"JPL 45",,0.4085,1.135,0.671,7.44,28.78,200.51,1.60,2460796.08,"Otto Matic",2008-09-25,2020-10-16,149,207.05,APO,0.105
20528609,"528609 (2008 VU4)",528609,"JPL 80",,0.7743,2.37,0.535,11.97,290.90,145.82,4.21,2460060.69,"Otto Matic",2008-11-07,2023-12-09,486,23.47,APO,0.185
20528650,"528650 (2008 WX32)",528650,"JPL 41",,0.5752,2.219,0.943,23.93,56.93,245.81,3.50,2460983.58,"Otto Matic",2008-11-02,2019-06-07,187,112.31,APO,0.145
20528804,"528804 (2009 BJ58)",528804,"JPL 42",,0.7127,1.849,0.531,13.02,131.14,61.52,3.17,2460443.52,"Otto Matic",2009-01-29,2024-10-07,154,85.94,APO,0.016
20528857,"528857 (2009 CT)",528857,"JPL 62",,0.6392,1.855,0.669,3.84,275.63,46.19,3.04,2460482.06,"Otto Matic",2009-02-02,2024-10-08,244,337.85,APO,0.0584
20528859,"528859 (2009 CR5)",528859,"JPL 29",,0.2624,1.076,0.793,5.05,316.70,258.77,1.36,2460715.09,"Otto Matic",2009-02-14,2019-12-02,78,321.34,APO,0.0669
20529366,"529366 (2009 WM1)",529366,"JPL 46",,0.1689,1.181,0.981,25.77,240.25,241.67,1.38,2460754.49,"Otto Matic",2009-11-17,2024-01-01,158,162.64,APO,0.000225
20529450,"529450 (2010 AK)",529450,"JPL 48",,0.4679,1.73,0.920,11.06,293.44,234.07,2.54,2460891.18,"Otto Matic",2010-01-06,2019-02-08,212,70.85,APO,0.0728
20529668,"529668 (2010 JL33)",529668,"JPL 100",1.778,0.7350,2.677,0.709,5.38,52.45,70.72,4.65,2460286.12,"Otto Matic",1997-06-04,2024-01-15,757,309.89,APO,0.0313
20529670,"529670 (2010 JT34)",529670,"JPL 31",,0.4030,1.485,0.886,44.43,58.66,240.19,2.08,2460820.37,"Otto Matic",2010-05-07,2021-11-28,108,326.48,APO,0.0553
20529718,"529718 (2010 KY127)",529718,"JPL 33",1.770,0.8827,2.49,0.292,60.79,6.85,210.41,4.69,2461197.00,"Otto Matic",2010-05-31,2023-01-17,83,357.16,APO,0.708
20529720,"529720 (2010 LM14)",529720,"JPL 24",0.361,0.3794,1.111,0.689,25.92,176.64,32.21,1.53,2460562.25,"Otto Matic",2010-06-02,2019-01-18,57,187.94,APO,0.313
20529819,"529819 (2010 PM58)",529819,"JPL 19",0.259,0.4597,1.371,0.741,13.59,332.36,268.23,2.00,2460750.04,"Otto Matic",2010-08-01,2019-03-16,38,53.83,APO,0.0965
20529951,"529951 (2010 UD)",529951,"JPL 37",,0.2640,1.098,0.808,26.29,23.74,130.20,1.39,2460448.55,"Otto Matic",2010-10-04,2018-11-06,268,262.26,APO,0.0126
20530085,"530085 (2010 XC11)",530085,"JPL 39",,0.8492,2.519,0.380,9.12,94.09,139.28,4.66,2460035.67,"Otto Matic",2010-12-03,2023-09-15,118,121.47,APO,0.0319
20530151,"530151 (2011 AW55)",530151,"JPL 24",,0.5171,1.105,0.534,21.91,304.19,186.40,1.68,2460805.21,"Otto Matic",2002-12-31,2019-01-11,69,321.97,APO,0.177
20530520,"530520 (2011 LT17)",530520,"JPL 30",,0.2874,1.1,0.784,20.90,83.45,146.20,1.42,2460429.43,"Otto Matic",2011-06-09,2019-12-07,117,270.62,APO,0.00173
20530871,"530871 (2011 WS2)",530871,"JPL 37",1.434,0.7434,1.009,0.259,46.79,326.74,305.32,1.76,2460656.77,"Otto Matic",2010-01-07,2021-01-13,127,307.67,APO,0.0929
20530974,"530974 (2012 BN11)",530974,"JPL 66",,0.3950,1.457,0.882,4.36,153.71,39.68,2.03,2460529.66,"Otto Matic",2012-01-19,2019-09-06,319,69.77,APO,0.0216
20531277,"531277 (2012 MM11)",531277,"JPL 71",,0.6479,2.113,0.744,3.18,245.42,341.40,3.48,2460658.48,"Otto Matic",2012-06-24,2022-02-03,549,124.24,APO,0.0112
20531914,"531914 (2013 BW76)",531914,"JPL 36",,0.5337,2.058,0.960,40.36,58.22,350.41,3.16,2460629.24,"Otto Matic",2013-01-22,2022-04-12,123,0.56,APO,0.0281
20533372,"533372 (2014 GG17)",533372,"JPL 44",,0.3525,1.367,0.885,39.15,195.28,297.85,1.85,2460701.26,"Otto Matic",2014-04-04,2022-04-28,142,239.58,APO,0.0155
20533638,"533638 (2014 KT86)",533638,"JPL 68",,0.1677,1.187,0.988,22.46,69.05,292.45,1.39,2460689.17,"Otto Matic",2001-05-24,2023-12-31,322,288.98,APO,0.0997
20533671,"533671 (2014 LJ21)",533671,"JPL 107",,0.8956,2.889,0.302,24.28,126.58,51.35,5.48,2460344.65,"Otto Matic",2005-05-12,2024-06-18,618,302.90,APO,0.0262
20533722,"533722 (2014 NE52)",533722,"JPL 55",0.701,0.6585,2.385,0.815,3.86,54.52,256.99,3.96,2460985.56,"Otto Matic",2014-05-06,2019-04-04,314,337.61,APO,0.0357
20534676,"534676 (2014 VK2)",534676,"JPL 44",0.691,0.6036,1.838,0.728,16.39,63.31,23.47,2.95,2460541.17,"Otto Matic",2014-10-26,2024-05-13,198,232.01,APO,0.0937
20535844,"535844 (2015 BY310)",535844,"JPL 123",,0.4008,1.587,0.951,4.79,328.41,277.70,2.22,2460767.43,"Otto Matic",2015-01-18,2023-07-12,609,229.53,APO,0.0243
20536531,"536531 (2015 DV215)",536531,"JPL 24",,0.4027,1.538,0.919,13.20,13.92,73.05,2.16,2460459.09,"Otto Matic",2014-10-07,2019-04-08,79,41.37,APO,0.00744
20537342,"537342 (2015 KN120)",537342,"JPL 122",,0.3909,1.601,0.975,18.56,189.70,196.04,2.23,2460937.55,"Otto Matic",2015-05-22,2023-11-07,547,127.09,APO,0.0751
20538085,"538085 (2016 BO1)",538085,"JPL 35",,0.5646,1.873,0.815,62.61,153.73,243.32,2.93,2460903.93,"Otto Matic",2016-01-08,2024-02-05,113,206.86,APO,0.159
20538212,"538212 (2016 CA136)",538212,"JPL 50",0.654,0.7812,2.032,0.444,1.26,239.74,18.73,3.62,2460545.48,"Otto Matic",2015-04-18,2024-06-08,289,125.01,APO,0.00705
20538644,"538644 (2016 FA4)",538644,"JPL 39",,0.7934,1.092,0.226,16.21,53.63,105.85,1.96,2460477.96,"Otto Matic",2016-03-18,2024-04-24,151,281.74,APO,0.163
20538648,"538648 (2016 FS6)",538648,"JPL 23",,0.7764,1.299,0.290,37.18,165.10,198.72,2.31,2460842.75,"Otto Matic",2016-03-17,2022-04-20,104,175.25,APO,0.445
20539063,"539063 (2016 MK1)",539063,"JPL 21",,0.7160,1.5,0.426,10.78,178.30,94.81,2.57,2460423.70,"Otto Matic",2004-04-05,2021-05-10,82,240.70,APO,0.0246
20539694,"539694 (2016 TE93)",539694,"JPL 30",,0.1757,1.035,0.853,22.73,214.23,38.69,1.22,2460559.15,"Otto Matic",2016-10-13,2018-10-28,118,353.26,APO,0.15
20539856,"539856 (2017 EV2)",539856,"JPL 68",,0.5576,1.01,0.447,16.50,3.13,279.77,1.57,2460683.14,"Otto Matic",2017-03-05,2024-04-11,316,32.24,APO,0.116
20543319,"543319 (2013 YE38)",543319,"JPL 36",,0.6244,2.066,0.776,34.17,79.60,251.36,3.36,2460927.92,"Otto Matic",2013-12-28,2022-11-27,170,281.84,APO,0.0944
20545274,"545274 (2011 FZ2)",545274,"JPL 68",,0.7839,2.664,0.576,13.31,98.91,1.32,4.75,2460594.69,"Otto Matic",2011-03-25,2024-05-01,269,216.37,APO,0.177
20549328,"549328 (2011 GO27)",549328,"JPL 90",,0.4714,1.855,0.981,6.67,336.82,198.79,2.73,2461013.78,"Otto Matic",2011-04-03,2021-04-14,396,95.83,APO,0.103
20549459,"549459 (2011 JX1)",549459,"JPL 34",,0.7394,2.087,0.544,23.92,130.61,150.54,3.63,2460140.06,"Otto Matic",2011-05-02,2024-02-12,125,221.89,APO,0.277
20549948,"549948 (2011 WL2)",549948,"JPL 60",,0.2834,1.078,0.772,14.13,212.91,275.83,1.38,2460696.03,"Otto Matic",2010-04-14,2021-01-17,284,88.85,APO,0.00173
