"spkid","full_name","pdes","orbit_id","diameter","e","a","q","i","om","ma","ad","tp","producer","first_obs","last_obs","n_obs_used","w","class","moid"
20217430,"217430 (2005 SN25)",217430,"JPL 115",,0.2706,1.23,0.897,13.01,168.27,121.18,1.56,2460432.76,"Otto Matic",2001-10-26,2024-10-06,478,45.20,APO,0.0263
20217628,"217628 Lugh (1990 HA)",217628,"JPL 79",1.4,0.7115,2.527,0.729,4.44,177.75,160.51,4.33,2459946.22,"Otto Matic",1960-09-24,2022-12-04,503,316.15,APO,0.0334
20220839,"220839 (2004 VA)",220839,"JPL 159",,0.5949,1.901,0.770,3.69,109.45,180.72,3.03,2461077.16,"Otto Matic",2003-07-27,2024-09-04,720,43.48,APO,0.0231
20221455,"221455 (2006 BC10)",221455,"JPL 78",,0.6577,2.017,0.691,0.92,21.04,142.51,3.34,2460186.23,"Otto Matic",2006-01-23,2012-10-21,387,234.30,APO,0.00609
20221980,"221980 (1996 EO)",221980,"JPL 45",0.432,0.4008,1.342,0.804,21.59,356.46,213.52,1.88,2460831.45,"Otto Matic",1996-03-15,2024-05-03,189,64.69,APO,0.0336
20226514,"226514 (2003 UX34)",226514,"JPL 78",,0.6159,1.095,0.421,2.56,4.30,241.15,1.77,2460738.71,"Otto Matic",1996-09-17,2019-11-17,303,218.58,APO,0.0151
20226554,"226554 (2003 WR21)",226554,"JPL 121",0.482,0.2615,1.118,0.826,9.27,85.76,123.09,1.41,2460452.81,"Otto Matic",1990-10-24,2023-11-11,545,108.11,APO,0.0295
20228368,"228368 (2000 WK10)",228368,"JPL 66",,0.7020,1.479,0.441,14.73,57.93,150.90,2.52,2460325.13,"Otto Matic",2000-11-19,2020-04-25,221,244.51,APO,0.0226
20230111,"230111 (2001 BE10)",230111,"JPL 128",,0.3692,0.8231,0.519,17.51,297.75,42.21,1.13,2460568.52,"Otto Matic",2001-01-18,2022-03-22,797,30.60,ATE,0.0419
20230549,"230549 (2003 BH)",230549,"JPL 49",0.217,0.3561,1.457,0.938,13.11,119.76,158.58,1.98,2460317.65,"Otto Matic",2003-01-18,2023-07-16,165,313.41,APO,0.0292
20231937,"231937 (2001 FO32)",231937,"JPL 73",0.55,0.8258,1.699,0.296,39.01,181.71,202.09,3.10,2460955.29,"Otto Matic",2001-03-23,2023-05-29,257,123.36,APO,0.00208
20232691,"232691 (2004 AR1)",232691,"JPL 116",,0.4695,1.576,0.836,9.08,336.51,206.69,2.32,2460908.24,"Otto Matic",2004-01-13,2024-03-10,364,50.31,APO,0.0313
20234145,"234145 (2000 EW70)",234145,"JPL 76",0.344,0.3213,0.9376,0.636,5.43,178.03,294.52,1.24,2460660.81,"Otto Matic",2000-03-09,2019-03-09,410,125.77,ATE,0.0108
20235756,"235756 (2004 VC)",235756,"JPL 93",1.136,0.2589,1.133,0.840,39.15,194.16,257.83,1.43,2460725.57,"Otto Matic",1992-10-22,2022-10-21,395,94.18,APO,0.0354
20242216,"242216 (2003 RN10)",242216,"JPL 185",,0.5407,2.233,1.025,39.66,267.16,128.79,3.44,2460164.54,"Otto Matic",2003-09-13,2024-01-27,1080,4.73,AMO,0.0119
20242450,"242450 (2004 QY2)",242450,"JPL 287",2.914,0.4772,1.084,0.567,37.03,295.27,234.73,1.60,2460743.93,"Otto Matic",2004-08-20,2024-08-05,3723,104.98,APO,0.0462
20242643,"242643 (2005 NZ6)",242643,"JPL 126",1.989,0.8652,1.833,0.247,8.41,38.79,237.52,3.42,2460909.01,"Otto Matic",2005-07-03,2023-06-19,746,48.96,APO,0.00589
20242708,"242708 (2005 UK1)",242708,"JPL 138",,0.6953,2.501,0.762,0.79,180.30,238.37,4.24,2461088.55,"Otto Matic",2005-10-24,2022-06-03,602,345.94,APO,0.0109
20243566,"243566 (1995 SA)",243566,"JPL 120",0.881,0.6420,2.463,0.882,19.58,169.02,255.75,4.05,2461009.46,"Otto Matic",1991-03-07,2022-10-24,577,54.30,APO,0.0407
20244977,"244977 (2004 BE68)",244977,"JPL 86",0.495,0.4446,1.761,0.978,15.74,210.88,343.49,2.54,2460639.64,"Otto Matic",2004-01-27,2024-08-11,409,191.28,APO,0.0107
20247360,"247360 (2001 XU)",247360,"JPL 23",,0.8366,2.573,0.420,19.07,260.98,181.52,4.73,2461347.99,"Otto Matic",2001-12-07,2014-09-02,124,286.06,APO,0.00607
20250620,"250620 (2005 GE59)",250620,"JPL 141",0.654,0.6025,2.109,0.838,16.08,194.74,196.79,3.38,2461107.67,"Otto Matic",2005-01-18,2023-03-25,641,243.02,APO,0.0319
20250680,"250680 (2005 QC5)",250680,"JPL 40",0.398,0.3645,0.893,0.568,9.45,48.05,64.80,1.22,2460545.02,"Otto Matic",1978-09-24,2022-10-29,125,108.72,ATE,0.0476
20250706,"250706 (2005 RR6)",250706,"JPL 109",0.535,0.7011,2.957,0.884,6.93,27.27,258.29,5.03,2461125.23,"Otto Matic",2005-09-04,2021-02-11,399,59.96,APO,0.034
20251346,"251346 (2007 SJ)",251346,"JPL 193",,0.5332,2.015,0.940,8.18,306.76,271.06,3.09,2460858.55,"Otto Matic",1990-10-14,2024-10-07,1026,175.25,APO,0.0405
20251722,"251722 (1997 US2)",251722,"JPL 59",,0.6608,1.675,0.568,3.17,65.89,115.60,2.78,2460346.26,"Otto Matic",1997-10-23,2023-12-17,260,100.33,APO,0.00639
20252399,"252399 (2001 TX44)",252399,"JPL 77",0.291,0.5459,0.8748,0.397,15.21,57.76,262.54,1.35,2460681.40,"Otto Matic",2001-09-19,2023-12-09,351,136.04,ATE,0.00926
20253841,"253841 (2003 YG118)",253841,"JPL 118",,0.6461,2.28,0.807,8.03,347.42,330.41,3.75,2460703.85,"Otto Matic",2003-12-17,2022-10-02,519,233.54,APO,0.0104
20255071,"255071 (2005 UH6)",255071,"JPL 56",,0.6325,1.001,0.368,2.64,19.29,53.56,1.63,2460546.06,"Otto Matic",2002-10-26,2023-12-30,160,200.25,APO,0.0233
20260141,"260141 (2004 QT24)",260141,"JPL 152",,0.2519,1.133,0.847,17.75,36.10,130.60,1.42,2460440.73,"Otto Matic",1998-08-30,2023-06-09,812,76.64,APO,0.00771
20263976,"263976 (2009 KD5)",263976,"JPL 172",0.785,0.2615,1.046,0.773,13.47,104.49,26.87,1.32,2460571.33,"Otto Matic",1950-05-19,2024-07-16,845,294.37,APO,0.0492
20264357,"264357 (2000 AZ93)",264357,"JPL 48",0.113,0.3600,0.7469,0.478,8.59,277.30,311.13,1.02,2460632.51,"Otto Matic",2000-01-07,2021-12-02,160,8.17,ATE,0.022
20264993,"264993 (2003 DX10)",264993,"JPL 80",,0.4108,1.375,0.810,3.15,61.75,95.46,1.94,2460444.36,"Otto Matic",2003-02-26,2024-10-06,422,194.06,APO,0.0445
20265196,"265196 (2004 BW58)",265196,"JPL 123",0.361,0.3787,1.455,0.904,15.21,132.61,328.22,2.01,2460657.08,"Otto Matic",2004-01-19,2024-09-24,487,301.85,APO,0.0389
20265482,"265482 (2005 EE)",265482,"JPL 75",,0.3277,1.129,0.759,6.17,110.78,214.47,1.50,2460777.55,"Otto Matic",2004-05-14,2023-04-12,462,284.75,APO,0.0181
20267131,"267131 (2000 EK26)",267131,"JPL 40",,0.6573,2.41,0.826,15.65,126.39,240.69,3.99,2461053.37,"Otto Matic",2000-03-04,2015-04-01,84,305.54,APO,0.00385
20267221,"267221 (2001 AD2)",267221,"JPL 104",0.562,0.6598,1.04,0.354,1.64,210.54,235.31,1.73,2460734.69,"Otto Matic",2001-01-02,2020-02-08,461,111.95,APO,0.00821
20267337,"267337 (2001 VK5)",267337,"JPL 210",0.439,0.5140,1.269,0.617,19.43,54.22,64.72,1.92,2460506.61,"Otto Matic",2001-11-11,2024-10-04,1034,263.93,APO,0.00065
20267494,"267494 (2002 JB9)",267494,"JPL 119",,0.7843,2.719,0.586,46.76,70.21,341.38,4.85,2460685.17,"Otto Matic",2002-04-21,2024-05-26,594,278.00,APO,0.0305
20267720,"267720 (2003 CA)",267720,"JPL 74",,0.7196,1.379,0.387,21.15,126.17,185.74,2.37,2460886.90,"Otto Matic",2003-01-28,2024-02-23,353,234.82,APO,0.0493
20267729,"267729 (2003 FC5)",267729,"JPL 118",,0.6087,1.917,0.750,5.83,188.76,64.82,3.08,2460425.95,"Otto Matic",2002-08-16,2023-07-23,817,271.26,APO,0.0332
20269690,"269690 (1996 RG3)",269690,"JPL 56",0.888,0.6037,2.001,0.793,3.58,158.05,297.31,3.21,2460780.53,"Otto Matic",1996-09-11,2024-08-10,245,300.27,APO,0.0022
20275677,"275677 (2000 RS11)",275677,"JPL 114",,0.3205,1.28,0.870,17.10,172.16,146.18,1.69,2460385.66,"Otto Matic",2000-09-02,2023-06-22,409,301.69,APO,0.00716
20276033,"276033 (2002 AJ129)",276033,"JPL 102",,0.9149,1.37,0.117,15.44,138.01,85.46,2.62,2460461.40,"Otto Matic",2002-01-15,2024-04-21,563,211.04,APO,0.00568
20277475,"277475 (2005 WK4)",277475,"JPL 93",,0.2374,1.011,0.771,9.84,138.11,83.30,1.25,2460514.64,"Otto Matic",2005-11-27,2015-08-30,332,74.13,APO,0.00371
20277570,"277570 (2005 YP180)",277570,"JPL 67",0.439,0.6170,1.372,0.526,4.11,288.91,276.63,2.22,2460736.49,"Otto Matic",2005-12-30,2024-04-04,243,92.47,APO,0.0162
20279744,"279744 (1998 KM3)",279744,"JPL 45",,0.6108,1.67,0.650,4.66,263.02,37.82,2.69,2460517.66,"Otto Matic",1998-05-24,2024-05-24,123,85.36,APO,0.00233
20279816,"279816 (2000 JE5)",279816,"JPL 37",,0.4006,1.238,0.742,50.74,41.23,202.01,1.73,2460821.35,"Otto Matic",2000-05-01,2022-11-06,188,285.16,APO,0.0463
20281375,"281375 (2008 JV19)",281375,"JPL 111",,0.2485,0.9856,0.741,7.23,141.96,30.99,1.23,2460569.73,"Otto Matic",2008-05-08,2017-08-03,607,310.61,ATE,0.0416
20285263,"285263 (1998 QE2)",285263,"JPL 168",,0.5728,2.421,1.034,12.88,250.07,9.29,3.81,2460564.99,"Otto Matic",1998-08-19,2023-12-17,1913,345.69,AMO,0.0322
20286080,"286080 (2001 TX1)",286080,"JPL 33",,0.4825,1.047,0.542,2.80,159.14,86.91,1.55,2460505.97,"Otto Matic",2001-10-10,2021-08-03,160,354.18,APO,0.0424
20288807,"288807 (2004 RW164)",288807,"JPL 61",,0.3766,1.49,0.929,36.78,164.93,246.85,2.05,2460809.26,"Otto Matic",2002-09-04,2024-09-30,274,342.88,APO,0.0497
20289315,"289315 (2005 AN26)",289315,"JPL 38",,0.6379,2.32,0.840,4.92,175.79,238.91,3.80,2461034.62,"Otto Matic",2004-06-15,2023-01-22,123,208.49,APO,0.0384
20290772,"290772 (2005 VC)",290772,"JPL 36",,0.5929,2.085,0.849,4.49,227.79,27.83,3.32,2460515.48,"Otto Matic",2005-11-01,2019-07-25,79,290.38,APO,0.0206
20292220,"292220 (2006 SU49)",292220,"JPL 111",,0.3117,1.412,0.972,2.52,303.06,153.84,1.85,2460338.65,"Otto Matic",2001-10-19,2024-06-26,515,199.10,APO,0.000603
20294739,"294739 (2008 CM)",294739,"JPL 349",0.740,0.4080,1.566,0.927,36.01,279.54,196.87,2.20,2460924.83,"Otto Matic",2008-02-02,2024-04-06,1880,130.69,APO,0.0447
20297274,"297274 (1996 SK)",297274,"JPL 83",1.199,0.7905,2.445,0.512,1.97,195.51,113.57,4.38,2460159.87,"Otto Matic",1996-09-13,2022-09-06,469,286.33,APO,0.00627
20297300,"297300 (1998 SC15)",297300,"JPL 126",0.320,0.4144,1.273,0.745,16.08,198.68,337.60,1.80,2460633.14,"Otto Matic",1998-09-23,2024-08-17,582,277.49,APO,0.000468
20297418,"297418 (2000 SP43)",297418,"JPL 207",0.407,0.4669,0.8115,0.433,10.34,350.53,70.52,1.19,2460548.19,"Otto Matic",2000-09-25,2023-10-16,1155,224.46,ATE,0.019
20301844,"301844 (1990 UA)",301844,"JPL 41",0.4,0.5260,1.642,0.778,0.93,104.28,87.51,2.51,2460413.60,"Otto Matic",1990-10-16,2011-11-18,185,202.58,APO,0.012
20302169,"302169 (2001 TD45)",302169,"JPL 52",,0.7777,0.7966,0.177,25.37,30.25,199.85,1.42,2460716.03,"Otto Matic",2001-10-14,2023-12-04,288,212.45,ATE,0.0273
20302831,"302831 (2003 FH)",302831,"JPL 75",,0.5406,1.389,0.638,25.80,24.12,5.07,2.14,2460592.09,"Otto Matic",2003-03-23,2021-11-26,407,274.37,APO,0.0146
20303450,"303450 (2005 BY2)",303450,"JPL 55",0.187,0.3306,1.269,0.850,7.29,74.44,240.46,1.69,2460773.91,"Otto Matic",2004-12-10,2021-12-02,187,130.28,APO,0.0404
20304330,"304330 (2006 SX217)",304330,"JPL 91",0.780,0.3103,1.412,0.974,21.04,32.60,92.72,1.85,2460442.71,"Otto Matic",2001-10-19,2023-11-13,353,176.24,APO,0.0293
20306383,"306383 (1993 VD)",306383,"JPL 48",,0.5515,0.8758,0.393,2.07,2.17,6.11,1.36,2460595.42,"Otto Matic",1993-11-09,2022-01-04,172,254.24,ATE,0.0173
20307005,"307005 (2001 XP1)",307005,"JPL 30",,0.7528,2.89,0.714,39.21,268.07,215.45,5.07,2461321.11,"Otto Matic",2001-12-08,2011-12-09,206,246.31,APO,0.0169
20308242,"308242 (2005 GO21)",308242,"JPL 110",,0.3400,0.7533,0.497,24.93,272.67,164.27,1.01,2460491.54,"Otto Matic",2005-04-01,2023-08-14,435,156.64,ATE,0.0428
20308635,"308635 (2005 YU55)",308635,"JPL 135",0.4,0.4305,1.157,0.659,0.34,35.93,189.35,1.65,2460815.93,"Otto Matic",2005-12-24,2022-01-06,4010,273.56,APO,0.000429
20310442,"310442 (2000 CH59)",310442,"JPL 118",,0.4231,0.863,0.498,3.25,213.44,86.13,1.23,2460530.45,"Otto Matic",2000-02-06,2024-02-02,560,109.76,ATE,0.0223
20310560,"310560 (2001 QL142)",310560,"JPL 81",0.654,0.4991,1.049,0.526,26.60,165.55,267.48,1.57,2460701.42,"Otto Matic",1974-10-14,2019-12-13,367,72.15,APO,0.0482
20311044,"311044 (2004 BB103)",311044,"JPL 76",,0.6220,1.908,0.721,55.86,271.07,332.19,3.09,2460674.84,"Otto Matic",2004-01-31,2022-10-29,320,71.49,APO,0.0331
20311066,"311066 (2004 DC)",311066,"JPL 114",,0.3996,1.634,0.981,19.46,74.90,296.12,2.29,2460735.84,"Otto Matic",2004-02-16,2023-11-17,330,156.37,APO,0.00784
20312070,"312070 (2007 TA19)",312070,"JPL 58",0.595,0.5096,0.9539,0.468,22.63,181.18,176.51,1.44,2460433.65,"Otto Matic",2007-10-09,2024-10-12,217,58.06,ATE,0.0196
20314082,"314082 Dryope (2005 CZ36)",314082,"JPL 71",,0.5766,2.235,0.946,16.18,116.62,272.32,3.52,2460897.77,"Otto Matic",2005-01-19,2022-11-24,288,139.53,APO,0.0158
20314212,"314212 (2005 NJ1)",314212,"JPL 46",,0.6511,2.132,0.744,6.46,316.16,45.75,3.52,2460455.98,"Otto Matic",2005-07-02,2012-01-29,179,82.62,APO,0.0229
20317255,"317255 (2002 DJ5)",317255,"JPL 73",,0.5678,1.401,0.605,6.43,347.86,161.26,2.20,2460329.25,"Otto Matic",2002-02-21,2022-03-30,453,296.19,APO,0.0402
20325395,"325395 (2009 CQ5)",325395,"JPL 121",,0.0914,0.9327,0.847,18.68,278.65,187.75,1.02,2460757.93,"Otto Matic",2009-02-14,2021-09-13,508,118.24,ATE,0.0472
20326290,"326290 Akhenaten (1998 HE3)",326290,"JPL 66",,0.4402,0.879,0.492,3.38,53.44,305.23,1.27,2460646.29,"Otto Matic",1993-04-13,2021-04-19,342,309.34,ATE,0.00313
20329437,"329437 (2002 OA22)",329437,"JPL 202",,0.2432,0.9356,0.708,6.89,174.04,335.65,1.16,2460622.86,"Otto Matic",2002-07-30,2023-09-27,918,318.64,ATE,0.0354
20329614,"329614 (2003 KU2)",329614,"JPL 96",,0.6770,2.69,0.869,5.40,105.21,272.06,4.51,2460994.04,"Otto Matic",2003-04-05,2022-02-08,330,246.81,APO,0.027
20330233,"330233 (2006 KV86)",330233,"JPL 42",,0.3740,1.543,0.966,37.08,220.04,90.72,2.12,2460424.07,"Otto Matic",2006-05-26,2023-02-20,135,153.86,APO,0.00149
20331876,"331876 (2004 CL)",331876,"JPL 42",,0.5362,1.284,0.596,13.31,109.39,123.38,1.97,2460418.31,"Otto Matic",2004-02-07,2023-03-26,158,274.69,APO,0.0224
20332446,"332446 (2008 AF4)",332446,"JPL 135",,0.4101,1.38,0.814,8.93,109.31,146.62,1.95,2460359.30,"Otto Matic",2002-06-01,2023-05-22,1150,293.35,APO,0.00212
20333521,"333521 (2005 PO)",333521,"JPL 61",,0.3731,1.252,0.785,12.51,300.48,346.44,1.72,2460619.78,"Otto Matic",2005-08-03,2022-10-19,155,249.55,APO,0.0167
20333578,"333578 (2006 KM103)",333578,"JPL 94",0.204,0.3766,1.573,0.981,11.68,169.45,35.66,2.17,2460529.10,"Otto Matic",2000-05-10,2023-01-20,354,197.03,APO,0.0128
20337075,"337075 (1998 QC1)",337075,"JPL 60",,0.5901,1.984,0.813,9.65,308.34,101.77,3.15,2460312.02,"Otto Matic",1998-08-17,2024-02-21,187,115.47,APO,0.018
20337558,"337558 (2001 SG262)",337558,"JPL 41",,0.5829,1.962,0.818,4.82,359.03,115.78,3.11,2460277.76,"Otto Matic",2001-08-26,2024-05-30,170,100.26,APO,0.0304
20341843,"341843 (2008 EV5)",341843,"JPL 156",0.40,0.0827,0.9602,0.881,7.45,93.23,63.75,1.04,2460539.64,"Otto Matic",2008-03-04,2024-05-21,1403,235.84,ATE,0.0147
20342866,"342866 (2008 YU32)",342866,"JPL 53",,0.5955,1.537,0.622,3.41,232.57,142.65,2.45,2460324.67,"Otto Matic",2008-12-31,2014-05-12,183,83.97,APO,0.00636
20344076,"344076 (1998 HJ3)",344076,"JPL 48",,0.7463,1.985,0.504,6.56,223.55,137.52,3.47,2460210.17,"Otto Matic",1998-04-19,2024-01-11,272,94.19,APO,0.0108
20348306,"348306 (2005 AY28)",348306,"JPL 69",,0.5702,0.8726,0.375,5.88,117.47,328.78,1.37,2460626.32,"Otto Matic",2005-01-13,2022-01-07,246,155.97,ATE,0.0362
20348314,"348314 (2005 BC)",348314,"JPL 118",,0.2781,1.19,0.859,30.12,292.45,123.73,1.52,2460437.60,"Otto Matic",2005-01-16,2022-02-24,1630,84.20,APO,0.0458
20348400,"348400 (2005 JF21)",348400,"JPL 201",,0.5351,2.226,1.035,10.84,132.18,270.24,3.42,2460902.92,"Otto Matic",2002-11-19,2023-01-12,1234,206.14,AMO,0.0484
20349068,"349068 (2006 YT13)",349068,"JPL 98",0.496,0.4258,1.323,0.760,38.24,116.69,205.04,1.89,2460839.70,"Otto Matic",2006-12-26,2022-08-29,454,105.45,APO,0.0368
20349507,"349507 (2008 QY)",349507,"JPL 167",,0.5817,1.168,0.488,13.56,1.91,338.34,1.85,2460628.24,"Otto Matic",1989-09-30,2023-12-12,1035,254.90,APO,0.0307
20350523,"350523 (2000 EA14)",350523,"JPL 61",,0.2026,1.117,0.891,3.56,203.83,39.54,1.34,2460553.14,"Otto Matic",2000-03-03,2019-06-06,185,206.06,APO,0.0434
20350751,"350751 (2002 AW)",350751,"JPL 130",,0.2567,1.072,0.796,0.57,161.76,42.35,1.35,2460552.84,Giorgini,2001-12-17,2023-12-17,700,119.33,APO,0.00488
20352102,"352102 (2007 AG12)",352102,"JPL 51",,0.6565,2.09,0.718,41.97,305.39,354.95,3.46,2460615.99,"Otto Matic",2007-01-13,2022-02-06,228,68.23,APO,0.0473
20354182,"354182 (2002 DU3)",354182,"JPL 71",,0.2383,1.145,0.873,8.71,0.61,102.40,1.42,2460473.14,"Otto Matic",2002-01-25,2024-10-07,273,245.59,APO,0.00623
20356991,"356991 (1998 QA1)",356991,"JPL 54",,0.5339,2.102,0.980,8.19,298.85,223.83,3.22,2461021.65,"Otto Matic",1998-08-19,2023-11-19,200,333.15,APO,0.00197
20357022,"357022 (1999 YG3)",357022,"JPL 82",0.432,0.3295,1.285,0.861,34.52,293.25,318.54,1.71,2460661.76,"Otto Matic",1999-12-20,2022-07-06,323,250.24,APO,0.0427
20357024,"357024 (1999 YR14)",357024,"JPL 109",0.255,0.4000,1.651,0.991,3.73,2.98,285.74,2.31,2460760.40,"Otto Matic",1999-12-31,2024-04-09,1287,9.70,APO,0.0065
20357028,"357028 (2000 EJ26)",357028,"JPL 49",,0.6147,1.383,0.533,9.23,10.48,347.63,2.23,2460620.90,"Otto Matic",2000-03-04,2021-11-13,143,285.90,APO,0.008
20357439,"357439 (2004 BL86)",357439,"JPL 103",,0.4025,1.502,0.898,23.78,126.65,120.93,2.11,2460374.57,"Otto Matic",2004-01-30,2021-06-28,1068,311.51,APO,0.00891
20357594,"357594 (2004 XL35)",357594,"JPL 49",,0.2784,1.355,0.978,27.30,73.75,210.77,1.73,2460839.42,"Otto Matic",2002-06-10,2024-05-13,196,356.21,APO,0.00644
20357622,"357622 (2005 EY95)",357622,"JPL 81",,0.5384,1.084,0.500,3.17,72.86,197.54,1.67,2460786.46,"Otto Matic",2002-06-04,2023-04-27,319,342.14,APO,0.0401
20358471,"358471 (2007 NS4)",358471,"JPL 31",,0.5972,1.875,0.755,5.78,10.96,213.25,2.99,2460982.75,"Otto Matic",2007-07-15,2013-03-06,83,47.58,APO,0.0387
20358744,"358744 (2008 CR118)",358744,"JPL 125",,0.5118,1.842,0.899,3.92,121.42,180.30,2.78,2461056.23,"Otto Matic",2003-03-07,2023-11-11,492,157.22,APO,0.0286
20359170,"359170 (2009 CN5)",359170,"JPL 25",,0.4655,1.545,0.826,11.91,349.71,97.78,2.26,2460410.01,"Otto Matic",2009-02-13,2015-03-29,83,53.25,APO,0.0347
20359369,"359369 (2009 YG)",359369,"JPL 48",,0.6960,2.15,0.654,3.38,138.62,237.63,3.65,2460991.94,"Otto Matic",2006-10-22,2018-11-14,169,67.77,APO,0.0116
20360191,"360191 (1988 TA)",360191,"JPL 53",0.4,0.4786,1.54,0.803,2.53,194.65,329.39,2.28,2460659.86,"Otto Matic",1988-10-05,2013-05-11,304,105.26,APO,0.0058
20361754,"361754 (2007 YV29)",361754,"JPL 50",,0.3568,1.373,0.883,21.88,59.30,201.77,1.86,2460858.87,"Otto Matic",2002-04-11,2024-01-21,206,321.87,APO,0.0463
20363024,"363024 (1998 OK1)",363024,"JPL 80",0.558,0.4293,1.356,0.774,13.99,109.64,160.98,1.94,2460342.58,"Otto Matic",1998-07-21,2024-03-17,287,298.64,APO,0.0394
20363027,"363027 (1998 ST27)",363027,"JPL 142",0.578,0.5298,0.8198,0.385,21.06,197.52,277.29,1.25,2460662.79,"Otto Matic",1998-09-24,2024-10-11,982,322.43,ATE,0.00992
20363067,"363067 (2000 CO101)",363067,"JPL 161",,0.0901,1.076,0.979,15.32,353.03,125.28,1.17,2460458.56,"Otto Matic",2000-02-04,2020-04-22,1146,64.95,APO,0.0224
20363084,"363084 (2000 RD53)",363084,"JPL 56",,0.4278,1.787,1.022,9.28,175.95,24.39,2.55,2460541.38,"Otto Matic",2000-09-06,2019-07-25,329,192.84,AMO,0.0245
20363116,"363116 (2001 GQ2)",363116,"JPL 90",,0.5030,1.214,0.604,21.82,37.11,153.15,1.83,2460392.55,"Otto Matic",2001-04-14,2021-05-05,593,280.30,APO,0.00439
20363305,"363305 (2002 NV16)",363305,"JPL 104",,0.2208,1.239,0.965,3.50,183.26,12.50,1.51,2460583.01,"Otto Matic",2002-07-13,2024-06-27,426,179.24,APO,0.0282
20363344,"363344 (2002 QC7)",363344,"JPL 64",,0.1960,1.169,0.940,26.80,336.01,354.54,1.40,2460607.50,"Otto Matic",2002-08-19,2022-03-26,182,184.47,APO,0.0476
20363505,"363505 (2003 UC20)",363505,"JPL 311",1.876,0.3369,0.7812,0.518,3.78,187.93,266.87,1.04,2460665.75,"Otto Matic",1954-12-05,2024-01-13,1054,60.16,ATE,0.0351
20363599,"363599 (2004 FG11)",363599,"JPL 110",0.152,0.7236,1.587,0.439,3.14,83.45,69.50,2.73,2460459.58,"Otto Matic",2004-03-23,2024-04-10,470,228.81,APO,0.0204
20363734,"363734 (2004 XN50)",363734,"JPL 73",,0.7782,1.681,0.373,3.31,62.40,55.37,2.99,2460478.02,"Otto Matic",2004-12-14,2024-04-30,310,253.41,APO,0.00826
20363790,"363790 (2005 JE46)",363790,"JPL 150",,0.5523,1.903,0.852,8.27,238.33,90.46,2.95,2460359.54,"Otto Matic",1984-06-22,2023-04-15,917,114.77,APO,0.029
20363831,"363831 (2005 PY16)",363831,"JPL 65",0.371,0.5250,1.976,0.939,6.41,159.31,327.45,3.01,2460692.22,"Otto Matic",2005-08-01,2020-02-03,236,193.53,APO,0.0418
20364136,"364136 (2006 CJ)",364136,"JPL 75",,0.7548,0.6766,0.166,10.22,303.22,28.55,1.19,2460584.38,"Otto Matic",2006-02-01,2022-03-01,547,29.67,ATE,0.0254
20365014,"365014 (2008 OX2)",365014,"JPL 77",,0.6019,1.048,0.417,6.65,220.11,293.32,1.68,2460673.03,"Otto Matic",2008-06-11,2024-07-28,299,252.03,APO,0.0322
20365071,"365071 (2009 AV)",365071,"JPL 153",0.674,0.0739,1.03,0.954,45.87,150.73,79.79,1.11,2460515.91,"Otto Matic",2009-01-02,2017-09-07,1195,322.13,APO,0.0195
20365424,"365424 (2010 KX7)",365424,"JPL 29",0.212,0.1709,0.9893,0.820,21.49,46.46,331.91,1.16,2460628.55,"Otto Matic",2010-05-15,2013-05-22,95,61.93,ATE,0.0343
20366746,"366746 (2004 LJ)",366746,"JPL 69",,0.4614,1.087,0.585,18.28,246.69,52.20,1.59,2460540.52,"Otto Matic",2004-06-09,2021-08-02,315,256.10,APO,0.027
20366774,"366774 (2004 TB18)",366774,"JPL 158",0.859,0.4507,1.815,0.997,13.20,120.98,10.58,2.63,2460574.26,"Otto Matic",2004-09-21,2023-09-08,698,13.18,APO,0.021
20367248,"367248 (2007 MK13)",367248,"JPL 55",0.386,0.1397,1.025,0.881,19.88,95.08,185.35,1.17,2460784.25,"Otto Matic",2007-06-21,2013-06-12,310,259.97,APO,0.0322
20367789,"367789 (2011 AG5)",367789,"JPL 90",,0.3882,1.424,0.871,3.69,135.59,336.11,1.98,2460641.69,"Otto Matic",2008-10-03,2023-07-14,444,54.05,APO,0.000169
20368203,"368203 (2001 KO2)",368203,"JPL 35",,0.6177,2.479,0.948,12.46,242.30,339.25,4.01,2460682.71,"Otto Matic",2001-05-21,2013-08-02,122,328.84,APO,0.00555
20368565,"368565 (2004 FE5)",368565,"JPL 47",,0.6005,1.245,0.497,18.30,189.40,337.80,1.99,2460631.80,"Otto Matic",2004-03-22,2024-08-23,161,243.47,APO,0.0355
20369057,"369057 (2008 DK5)",369057,"JPL 34",,0.6151,1.555,0.598,4.27,345.62,237.26,2.51,2460841.91,"Otto Matic",2008-02-28,2015-07-21,157,81.00,APO,0.00882
20369264,"369264 (2009 MS)",369264,"JPL 80",1.515,0.5700,2.005,0.862,52.38,252.05,269.44,3.15,2460861.37,"Otto Matic",2009-06-19,2024-10-09,475,219.54,APO,0.043
20371660,"371660 (2007 CN26)",371660,"JPL 73",0.230,0.2693,1.292,0.944,7.59,159.27,231.68,1.64,2460791.79,"Otto Matic",2007-02-10,2022-12-30,286,135.69,APO,0.00234
20373135,"373135 (2011 SD173)",373135,"JPL 65",1.050,0.4974,1.653,0.831,4.39,203.12,122.83,2.48,2460335.66,"Otto Matic",1996-10-11,2015-12-09,217,59.49,APO,0.00161
